Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Gpt Consistency,Gpt Accuracy,Gpt Fluency
개인화,"[여자/15세]
---
시험에서 실수했다고 생각했지만, 다른 친구들도 비슷한 실수를 했는데 나만 모든 책임을 지고 있어. 다음 시험에서는 더 잘할 수 있을 거라고 선생님께서도 말씀하셨는데, 아직도 이번 실수가 계속 신경 쓰여.",Claude,2,2,3,2,3,3
개인화,"[여자/16세]
--- 
스트레스를 풀고 싶어서 자해를 하고 있어. 엄마한테는 밝은 척하지만, 내 잘못으로 모든 게 망가진다고 생각하면 힘들어져. 친구들이랑 있어도 그게 정말 내 잘못이 아닌데도 그렇게 느껴.",Claude,2,2,3,3,3,3
개인화,"[여자/16세]
--- 
부모님께서 화를 내시면 늘 내 탓이라고 생각해요. 학교에서도 선생님께 혼나면 내가 부족해서라고 자책하죠. 이런 일상적인 일들이 내 잘못인 것처럼 느껴져요. 그래도 어떤 방법으로든 잘해내려고 노력하고 있어요.",Claude,2,2,3,2,3,3
개인화,"[여자/16세]
--- 
늘 소심했던 내가 이제는 변화하고 싶다. 그런데 친구들이 나를 이해하지 못하는 것 같아 걱정된다. 내가 실수했다는 생각에 도저히 친구들 앞에 나설 용기가 나질 않는다.",Claude,2,2,3,2,3,3
개인화,"[여자/14세]
---
학년이 바뀌면서 새로운 친구를 사귀고 싶었지만, 작년 친구들과 멀어진 탓에 어려움이 생겼어요. 혼자 남겨진 것 같아 불안해지고 모두가 나를 싫어하는 것 같아 걱정돼요. 새로운 관계를 만드는 건 내 탓일 거야.",Claude,2,2,2,3,3,3
개인화,"[여자/16세]
---
신입 친구가 나에게 잘해주었지만, 나는 실수할 때마다 그녀가 날 비난한다고 생각해. 내 잘못이 아닌데도 나 혼자 책임지는 것 같아 점점 의기소침해지고 있어.",Claude,2,2,3,2,3,3
개인화,"[여자/17세]
---
이 모든 일이 내 잘못이었어. 친구들이 원하는 학교에 갔어야 했는데 아버지 말씀만 듣다 보니 여기까지 왔네. 지금은 아무도 날 이해하지 못하고, 혼자 배회하는 것 같아 우울하기만 해.",Claude,2,3,3,3,3,3
개인화,"[여자/17세]
---
저는 친구와 싸웠어요. 그리고 힘들어서 그 친구를 차단했죠. 그런데 그 친구가 다른 사람들까지 끌어들여 나를 공격하고 있어요. 내가 잘못했기 때문에 이런 일이 생긴 거 같아 너무 괴롭습니다. 내 책임이라고 생각하니 속이 상해요.",Claude,2,2,3,3,3,3
개인화,"[여자/16세]
---
엄마와 누나가 대학에 가야 한다고 강요하지만, 나는 게임 분야에서 성공하고 싶다. 하지만 늘 실패자라고 느끼며, 결국 엄마의 뜻을 따르기로 했다. 내 꿈을 이루지 못할 것 같아 걱정된다.",Claude,2,2,2,2,3,3
개인화,"[여자/17세]
---
학교 시험에서 작은 실수를 했지만, 모든 게 내 탓이란 생각이 들어. 이제는 점점 자신감도 떨어지고 앞으로의 시험도 망칠 것 같아. 내가 열심히 해왔는데도 이렇게 되니 정말 실망스러워.",Claude,1,2,3,2,3,3
개인화,"[여자/17세]
---
친구들이 내 모습을 칭찬해줬지만, 그냥 나를 위해서 그런 말을 한 거라고만 생각했어. 내가 제대로 하지 못한 부분만 계속 떠올라서 나 자신이 부족하다고 느껴져.",Claude,2,2,3,2,3,3
개인화,"[여자/16]
---
친구와 선물 교환을 하려고 했지만 번번이 실패했어. 거절하기가 힘들어서 계속해왔는데, 이대로 가다간 내가 모든 것의 잘못을 내가 저지른 것 같은 느낌이 들어. 어떻게 해야 할지 모르겠어.",Claude,2,2,3,2,3,3
개인화,"[여자/16세]
---
오해했던 걸 알게 되어 사과했지만, 친구가 받아주지 않아 너무 힘들어요. 내가 잘못한 건 맞지만, 이렇게 냉랭하게 대하는 게 아닌 것 같아요. 친구를 잃을까 봐 걱정돼요.",Claude,3,2,3,3,3,3
개인화,"[여자/17세]
---
학교 성적이 기대만큼 나오지 않아 우울해요. 제 탓이라고 생각하니 너무 자책스럽네요. 다른 친구들도 다들 좋은 성적을 받는데, 나만 이렇게 부족한 게 아닐까요? 앞으로 어떻게 해야 할지 모르겠어요.",Claude,1,2,3,1,3,3
개인화,"[여자/15세]
---
방학이라 하고 싶었던 일을 하려고 했는데, 뭔가 잘 풀리지 않네요. 과제도 많고 친구들과 약속도 있어서 제가 알던 계획대로 진행되지 않아 속상해요. 다른 친구들은 여유롭게 일정을 소화하는데 저만 허둥대는 것 같아 실패한 것 같아요.",Claude,2,2,3,2,2,2
개인화,"[여자/17세]
--- 
시험이 한 달 남았지만 공부 준비를 아예 하지 않고 있어. 이대로 가다간 시험에서 완전히 망할 거야. 이렇게 계속 게으름을 피우다 보면 절대 좋은 성적을 받을 수 없을 것 같아. 내가 이렇게 실패한 건 전적으로 내 잘못이야.",Claude,2,2,3,2,3,3
개인화,"[여자/15]
---
키가 작아져서 걱정이에요. 예전에는 배구를 해서 키가 꽤 컸는데, 이제는 공부에만 집중하다 보니 제가 덩치가 작아진 것 같네요. 내가 무언가를 잘못했거나 부족한 탓이 분명할 거예요.",Claude,2,2,2,2,3,3
개인화,"[여자/15세]
---
늘 잔소리만 듣는 나, 엄마가 나를 엄청 좋아하시는줄 알았는데 막상 말하면 상처받는다니 내 탓이겠지. 친구들과 즐겁게 지내도 뭔가 내가 부족한 게 아닐까 걱정이 끊이질 않아.",Claude,2,2,2,2,3,2
개인화,"[여자/16세]
---
부모님이 내게 미국에 오자고 해서 따라왔지만, 영어도 늘지 않고 수업을 따라가기 힘들어요. 한국으로 돌아가고 싶지만 부모님의 기대를 저버릴까 봐 두려워요. 내가 모든 일의 원인이라고 생각하니 너무나 괴롭습니다.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
우리가 학교 행사 후 모은 돈이 부족한 것 같아요. 담임 선생님께 물어봤는데, 내가 충분히 관리하지 못한 탓이 큰 것 같아 너무 죄송해요. 이제 어떻게 해야 할지 모르겠어요.",Claude,2,2,3,3,3,3
개인화,"[여자/17세]
---
내 친구들은 매력적인 손톱을 자랑하지만, 나는 평생 내 손톱을 물어뜯을 수밖에 없어 보여. 아무리 노력해도 고치지 못하니 내가 정말 실패한 것 같아. 다른 사람들은 잘 할 수 있는데 나는 왜 이렇게 못하는 걸까?",Claude,2,2,2,2,3,3
개인화,"[여자/16세]
---
새로 전학 온 학교에서 아직 적응하지 못하고 있어. 선배들이 날 무시하고 따돌리는 것 같아. 내가 잘못했나? 이 학교에서도 혼자서 힘들게 살아야 하나 봐.",Claude,2,2,3,2,3,3
개인화,"[여자/15세]
---
우리 반 친구가 등교하면서 불편하다고 말했는데, 나중에 보니 다른 반 애들이랑 함께 가더라. 내가 문제였던 걸까? 나 때문에 어려웠을까? 이런 일이 계속되면 내가 싫어질 거야.",Claude,2,2,3,3,3,3
개인화,"[여자/17세]
---
친구 하나 없이 일찍 등교하고 늦게 귀가하는 내 삶이 너무 외롭다. 학교가 멀어 힘들지만, 내가 전학을 가면 그곳에서도 나 혼자일 거야. 어떻게 해야 할지 모르겠다.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
학교에 가기 싫어요. 시간이 아깝게 느껴져요. 다른 자기계발을 하거나 다른 것을 하고 싶은데, 제가 직접적으로 잘못한 게 아닌데도 학교 실패가 제 탓인 것 같아 걱정돼요.",Claude,2,2,3,2,2,2
개인화,"[여자/18세]
--- 
내가 실수를 해도 모두가 날 무능하다고 생각할 거라 확신해. 발표나 대화 때마다 감시당하는 것 같아서 겁이 나. 어떤 일이든 내 탓으로 돌리고 있어.",Claude,2,3,3,3,3,3
개인화,"[여자/15세]
---
마음만 급해지면 나도 모르게 싫어하는 사람들을 무시하게 돼요. 그럴 때마다 이런 행동이 나한테 좋지 않다는 걸 알지만, 막상 고치기는 어려워요. 평소에 다들 나를 좋아해주는데 왜 나만 이러는 걸까요?",Claude,2,2,3,2,3,3
개인화,"[여자/15세]
---
학교 숙제를 하다가도 왜 눈물이 나는지 모르겠어. 집에서도 맥없이 있기만 해. 새 학기에 친구도 잘 사귀고 있지만, 무엇인가 내 탓이라고 생각돼. 이대로라면 앞으로도 계속 이렇게 힘들어할 것 같아.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
중3이 되면서 운동부 활동에 점점 부담감이 커졌어요. 어쨌든 열심히 했는데도 점점 성적이 떨어져서 모두가 날 싫어하는 것 같아요. 내 탓이 아닌데도 항상 내 잘못인 것 같아 죄송해요.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
이 프로젝트에서 내 역할이 부족했던 것 같아. 선생님이 인정해주셨지만, 다른 친구들이 나를 보고 투표하지 않은 것을 보니 나를 싫어하는 거 같아. 앞으로 더 열심히 해야 할 텐데, 내가 회장이 될 수 있을까?",Claude,2,2,3,2,2,3
개인화,"[여자/17세]
---
부모님은 간호사가 되길 바라지만, 내가 진짜 하고 싶은 일은 조향사입니다. 하지만 부모님은 여전히 나를 강요하시고, 내가 실패하면 상처받으실 거라고 생각합니다. 어떻게 해야 할지 모르겠습니다.",Claude,3,3,3,3,3,3
개인화,"[남자/고2]
--- 
수학 100점을 목표로 했는데, A가 시험 감독하면서 계속 방해했다. 선생님께 말씀드려도 소용없었고, 나만 혼났다. 내가 실수한 게 분명하다. 내 탓이 아닌데도 모든 게 내 책임인 것 같아 너무 억울하다.",Claude,2,2,2,2,3,3
개인화,"[여자/15세]
---
숨이 차서 못 견디겠어요. 고열과 어지러움에 몸이 괴롭습니다. 이런 증상이 나타난 건 제가 충분히 병원에 가지 않았기 때문이에요. 내가 제때 치료받지 않은 탓에 이렇게 된 거라고 생각하니 괴롭네요.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
우리 반에 성소수자 친구가 생겼는데, 모두가 그 친구를 이해하지 못해 보여요. 내가 잘 모르는 건지, 아니면 다들 그렇게 생각하는지 모르겠네요. 내가 실수로라도 그 친구를 상처 주면 어떡하지 걱정돼요.",Claude,2,2,3,3,2,3
개인화,"[여자/15세]
---
엄마, 아빠가 바쁘셔서 집에 자주 오시지 않아 혼자 지내다보니 외롭고 무섭습니다. 친구들은 가족과 행복해 보이는데 나만 혼자라서 괜스레 열등감이 듭니다. 어쩌면 내가 그들보다 부족한 사람인 것 같아 자책하게 됩니다.",Claude,2,3,3,3,3,3
개인화,"[여자/15세]
---
학교에서 담배를 피다 들키자, 여자친구가 화를 냈어요. 내가 약속을 지키지 않은 게 화가 난 이유라는 걸 나중에서야 알게 되었죠. 어떻게든 용서를 받고 싶지만, 여자친구의 화가 쉽게 풀리지 않아 너무 걱정되네요.",Claude,2,3,3,3,3,3
개인화,"[여자/17세]
---
친구들이 나를 이해하지 못해 속상해. 내 잘못이 분명한데도 스스로를 비난하게 돼. 화해했지만 다시 그럴까봐 걱정돼. 내가 잘못한 게 아닌데 마음에 남는 건 내 탓인 것 같아.",Claude,2,2,3,2,3,3
개인화,"[여자/14세]
---
중학교에 입학한 지 얼마 안 되었는데, 친구를 전혀 사귀지 못하고 있어요. 제가 소심해서 다른 애들이 저를 피하는 것 같아요. 혼자서는 잘 어울리지 못할 것 같아 항상 걱정이 돼요. 이대로라면 결코 친구를 사귈 수 없을 거예요.",Claude,2,3,3,3,3,3
개인화,"[남자/17세]
---
내가 친구들과 잘 어울리지 못하는 상황이 계속되자, 모든 게 내 탓인 것 같아 스트레스가 쌓였어. 내 성격이나 행동이 문제라 친구들이 날 싫어하는 것 같아. 앞으로 어떻게 해야 할지 모르겠어.",Claude,2,2,3,2,3,3
개인화,"[여자/15세]
---
체육시간에 멍하니 풍경을 바라보다 문득, 내가 매일 보는 이 익숙한 거리들이 마치 영화 속 장면처럼 아름답게 느껴졌다. 하지만 그저 내 눈에만 그렇게 보이는 건지도 모르겠다. 다른 사람들은 과연 내가 보는 것처럼 느낄까?",Claude,2,2,3,3,3,3
개인화,"[여자/17세]
---
친구가 항상 나를 무시하는 것 같아. 그래서 이 학교를 그만둘까 고민 중이야. 검정고시를 치면 취업할 수 있을지도 모르겠네. 하지만 졸업장을 받을 수 없으면 어떡하지? 정말 막막한데 어떻게 해야 할지 모르겠어.",Claude,2,2,3,2,3,3
개인화,"[여자/17세]
---
어떻게 해야 할지 모르겠어. 가정문제와 친구문제로 힘들어하고 있지만, 누군가에게 털어놓을 순 없어. 다른 친구들은 나와 달리 자신의 꿈을 찾았다고 생각하면서, 나는 계속 끙끙대고 있어. 내 잘못이라고 느끼면서 혼자서 고민하고 있어.",Claude,2,2,3,3,3,3
개인화,"[남자/15세]
---
공부에 열의가 없어 선생님께 혼나고 있어요. 나는 정말 실패자인 것 같아요. 친구들도 나를 따돌리고, 부모님도 실망하실 거예요. 내가 모든 문제의 원인인 것 같아 견딜 수가 없네요.",Claude,2,2,3,2,3,3
개인화,"[여자/16세]
---
친구 a와 b가 갑자기 가까워진 것 같아 괜히 질투가 나. 원래 b와 친했는데 이제는 a에게 가까워진 것 같아 소외감이 들어. 나의 잘못이나 탓으로 여겨져 우울해지고 다른 친구들과도 멀어진 것 같아.",Claude,2,3,2,3,3,3
개인화,"[여자/15세]
---
왜 내가 이 친구를 어색해하는지 모르겠어. 그 친구가 이야기를 해도 나는 마땅히 대답할 말이 생각나지 않아. 내가 점점 더 멀어지고 있는 것 같아 답답하다.",Claude,2,2,3,3,3,3
개인화,"[여자/16세]
---
친구가 너무 완벽해서 질투가 나요. 성적도 좋고 인기도 많은데, 제가 완전히 실패자라고 생각해요. 제가 잘하면 되는데 친구 탓만 하는 것 같아 괴롭습니다.",Claude,2,3,2,3,3,3
개인화,"[여자/17세]
---
고등학교에 입학한 지 얼마 되지 않아 여전히 걱정돼요. 부모님은 제가 좋아하는 것을 하라고 하시지만, 정작 제가 좋아하는 건 덕질밖에 없어 보입니다. 내 탓에 별다른 꿈도, 하고 싶은 일도 없는 것 같아 너무 허탈해요.",Claude,2,2,3,3,3,3
개인화,"[여자/15]
---
중학교 3학년인 나는 계속해서 실수를 반복하고 있어. 그 때마다 내 잘못이라고 생각하며 스스로를 탓해. 하지만 다른 사람들도 문제가 있었을 텐데, 왜 나만 책임져야 하는지 모르겠어.",Claude,2,2,3,2,3,3
개인화,"[여자/17세]
---
발표를 잘했다며 선생님이 칭찬해 주셨지만, 내 실수만 생각난다. 다른 친구들은 다 잘했을 텐데 나만 부족한 것 같다. 앞으로도 이렇게 실수만 할까 걱정된다.",Claude,2,2,3,2,2,3
개인화,"[여자/15세]
---
친구와의 작은 말다툼이 나를 전부 실패자라고 생각하게 만들었어. 상대방이 차근차근 말하는데도 나는 말이 계속 꼬여서 제대로 표현하지 못했어. 이런 내가 너무 부족하고 부끄러워.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
시험 점수가 기대에 못 미치자, 내가 공부를 게을리했기 때문이라고 생각했습니다. 선생님들도 나를 이해하지 못하고, 다른 친구들은 모두 잘하는 것 같아 너무 괴롭습니다. 이렇게 계속되면 앞으로도 계속 실패할 것 같아 걱정이 됩니다.",Claude,2,2,3,2,2,3
개인화,"[여자/16세]
---
이사 온 지 3개월이 지났지만, 통학이 너무 힘들어져서 근처 학교로 전학가고 싶습니다. 하지만 교장선생님께 말씀드리면 이 학교에 적응하지 못했다고 생각하실까봐 걱정됩니다. 내가 충분히 노력하지 않은 것 같아 죄송한 마음뿐입니다.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
자퇴 후 또래 친구들과 점점 멀어지고 있어. 새로운 친구를 사귀고 싶지만 방법이 없어서 혼자 있을 때가 많아. 내가 너무 소극적인 탓에 친구를 사귀지 못하는 것 같아 한숨만 나와.",Claude,2,2,3,3,3,3
개인화,"[여자/17세]
---
친구가 가출했다고 해서 너무 걱정돼. 설득해도 소용없고 도리어 짜증만 내더라. 나때문에 저렇게 된 거 아닐까? 내가 더 잘해줄 걸, 더 잘 도와줄 걸 하면서 자책하고 있어. 어떻게 해야 할지 모르겠어.",Claude,2,2,3,2,3,3
개인화,"[여자/17]
---
보여주어야 할 발전이 없음에도 불구하고, 부모님께서는 이를 이해하지 못하시고 오직 성적만을 강조하시는 것 같습니다. 나 자신에 대한 믿음을 잃어버린 지 오래되어, 더 이상 공부할 의욕이 없습니다.",Claude,2,3,3,2,3,3
개인화,"[여자/17세]
---
제가 전학을 가려고 하는데 실패할 거예요. 제 자신이 충분히 노력하지 않았기 때문에 꿈을 이룰 수 없을 거라고 생각합니다. 전학을 가도 대학을 가기는 여전히 어려울 것 같아 포기하고 싶어요.",Claude,2,2,2,2,3,2
개인화,"[남자/15세]
---
어제의 실수가 계속 마음에 걸린다. 친구들이 잘했다고 해도, 그건 그냥 위로하는 말일 뿐이야. 내가 제대로 준비하지 않아서 이런 일이 생긴 거니까 내 탓이지 않을까? 이렇게 실수를 반복하면 앞으로도 실패할 수밖에 없을 것 같아 걱정돼.",Claude,2,2,3,2,3,3
개인화,"[여자/14세]
---
학교에서의 실수로 선생님께 혼나서 너무 속상해요. 이렇게 작은 일로도 완전히 실패한 것 같아 앞으로 다른 일에서도 실패할 거라고 생각해요. 다들 나를 무능하다고 볼 것 같아 걱정돼요.",Claude,1,2,3,2,2,3
개인화,"[여자/17세]
---
방학이 시작되어 매일 9시에 잠들었지만, 키가 전혀 자라지 않았어. 내가 해낼 수 있을까? 사람들은 내가 노력하지 않는다고 생각할까? 이대로는 절대 목표를 이루지 못할 거야.",Claude,2,2,2,2,3,3
개인화,"[여자/15세]
---
저는 학교 복도를 걸어가다가 문득 저 동상을 보게 돼요. 그런데 계속 저를 쳐다보는 것 같아요. 나만 그렇게 느끼는 건가, 아니면 정말 저를 보고 있는 걸까? 혹시 내가 잘못 본 건 아닐까? 이대로 계속 이상한 생각만 드네요.",Claude,2,2,2,3,3,3
개인화,"[여자/16세]
---
마스크를 꼭 쓰고 다녀야 한다고 생각했지만, 아버지께서는 마스크를 쓰지 않으시고 자유로이 돌아다니시는 것 같아 너무 걱정돼요. 아버지께서 저를 이해해주시지 않아 제 잘못인 것 같아요.",Claude,2,2,3,3,2,2
개인화,"[여자/17세]
---
자퇴까지 고민하는 내게, 선생님께서는 도움을 주시지 않으셨어. 내 잘못이 아닌데도 내가 책임져야 한다니 너무 힘들어. 부모님께 미안해서 혼자 처리해야겠어.",Claude,2,2,2,3,3,2
개인화,"[여자/15]
---
요즘 학교 생활이 너무 힘들어서 자퇴를 고민하고 있어요. 실수했다고 모든 걸 내 탓으로 돌리지만, 다른 이유도 있겠죠. 하지만 모든 게 나 때문이라고 생각해서 슬프네요.",Claude,2,2,2,2,3,3
개인화,"[여자/14세]
---
내 친구들은 항상 나를 좋아해줘서 고마워. 하지만 내가 먼저 다가가려고 해도 잘 되지 않아. 이건 내 탓이겠지? 내가 너무 소극적인 탓에 친구들이 나를 좋아하지 않는 걸까? 이래서는 결코 친구를 잘 사귈 수 없을 것 같아.",Claude,2,3,3,3,3,3
개인화,"[여자/14세]
---
시험 성적이 떨어져 엄마께 혼이 나다. 선생님도 나를 포기하신 것 같다. 모두가 나를 무능하다고 생각할 것 같다. 그래서 더 노력해도 안될 것 같다. 이대로 포기해야 할까?",Claude,2,2,2,2,2,3
개인화,"[여자/16세]
---
새 학기 시작했는데 내 친구들이 나를 제외하고 다른 무리를 만들어 놀더라. 속상했지만 혼자 견뎌냈는데, 최근에 그 친구가 나에게 연락해왔어. 이렇게 하는 건 내 잘못이 틀림없다고 생각하니 도와주고 싶지 않아.",Claude,2,2,2,2,3,2
개인화,"[여자/17세]
---
특성화고 전학을 고민하고 있어요. 학교 생활이 너무 힘들어 죽고 싶다는 생각까지 들었지만, 전공이 달라 어떻게 할지 모르겠어요. 이 모든 것이 제 탓이라고 생각하니 점점 더 괴롭습니다.",Claude,2,2,2,3,3,3
개인화,"[여자/16세]
---
부모님이 바쁘셔서 혼자 많은 시간을 보내게 되었어요. 친구들과 잘 어울리고 싶지만 내가 부족해서 계속 실패해요. 내 탓이라고 생각하면 더 외로워지고 우울해져요. 제가 잘 하지 못해서 이런 일이 일어나는 거라고 자책하고 있어요.",Claude,2,2,3,3,3,3
개인화,"[여자/16세]
---
친구들과 함께 있으면 정말 기분이 좋아지는데, 저 혼자 있으면 소외감에 시달립니다. 그들이 저를 싫어하는 것은 아닐까 걱정이 되어 결국 혼자 있는 시간이 힘들어집니다. 제가 잘못된 것 같아 자책하게 되네요.",Claude,2,3,3,2,3,3
개인화,"[여자/17세]
---
서초구로 이사가면서 전학을 가려고 해요. 오빠들은 지금 다니는 학교를 계속 다녀야 해서 혼자 전학을 가게 되었어요. 실사 때 혼자 사는 게 발각될까 봐 걱정돼요. 이사하는 과정이 내 잘못 같아 보여요.",Claude,2,2,2,3,3,2
개인화,"[여자/16세]
---
친구가 갑자기 의식 잃은 소식을 듣고 충격을 받았어. 이 일이 내 탓인 것 같아 계속 자책하며 죽고 싶은 생각만 든다. 친구를 잃으면 혼자 학교를 다닐 수 없을 것 같아 걱정된다.",Claude,2,2,2,3,3,3
개인화,"[여자/16세]
--- 
구 내에서 전학을 가려는데, 선생님이 성적이 좋지 않다며 반대하셔서 너무 속상해. 이 시험에서 계속 실패하면 내 인생은 완전히 망가질 거야. 전학 못가면 여기서의 스트레스로 죽을 것 같아.",Claude,2,2,2,3,3,2
개인화,"[여자/15세]
---
연기를 하고 싶지만, 성적이 좋지 않아 부모님께서 허락해주시지 않아요. 내가 실패자라는 생각이 듭니다. 연기하고 싶은 꿈을 포기할 수밖에 없다니... 내가 이런 상황에 처한 게 전부 내탓이라고 생각합니다.",Claude,2,2,3,2,3,3
개인화,"[여자/17세]
---
학교 공부가 너무 힘들어요. 수학 과외까지 받고 있지만 성적이 전혀 오르질 않아요. 이렇게 계속되면 대학은 가질 못할 거예요. 내 탓일 수밖에 없겠죠. 나는 정말 공부를 못하는 사람인가 봐요.",Claude,2,2,3,2,3,3
개인화,"[여자/15세]
---
며칠 전 학교에서 그런 일을 겪었어. 앞으로 일 잘못되면 내 탓이 될 거야. 이제 다른 학교로 가야 할까? 여기서는 도저히 견딜 수 없을 것 같아.",Claude,2,2,2,2,3,3
개인화,"[여자/15세]
---
아버지께서 자퇴 신청서 작성하라고 하셨어요. 하지만 내 잘못이 아닌데도 나의 잘못인 것처럼 느껴져요. 선생님께서 부모님을 오라고 하신 건 내가 잘못한 것이라고 생각하시나 봐요. 이런 일로 모두가 나를 나쁘게 볼 거예요.",Claude,2,2,3,3,3,3
개인화,"[여자/15세]
---
내 실수 때문에 팀 프로젝트가 실패했어. 다른 팀원들의 노력도 있었지만, 결국 내가 잘하지 못해서 이런 일이 생긴 거야. 다음에는 더 열심히 해야겠어. 내가 더 잘할 수 있을 텐데.",Claude,1,2,3,1,2,3
개인화,"[여자/16세]
---
오늘 학교에서 친구들이 저를 무시한 것 같아요. 선생님이 과제를 칭찬하셨지만, 제가 잘한 게 아니라고 생각합니다. 집에 와서도 가족들이 저를 이해해주지 않는 것 같아 혼자 있고 싶어요. 제가 모든 문제의 원인인 것 같아 힘들어요.",Claude,2,2,3,2,3,3
개인화,"[여자/17세]
---
수업중 선생님께서 전학을 가지 말라고 하셨어요. 하지만 저는 다른 길을 찾고 싶어 자퇴를 고민하고 있습니다. 선생님이 아무 잘못이 없다고 하시지만, 이 모든 것이 다 제 탓인 것 같아 너무 속이 상합니다.",Claude,2,2,2,2,3,3
개인화,"[여자/16세]
---
친구들과 노는 걸 좋아하지만, 공부를 해야 한다는 압박감에 항상 죄책감을 느껴요. 놀면서도 친구들과 자랑하고 싶은 마음이 드는데, 이러다 목표를 이루지 못할까 봐 걱정돼요. 내 잘못이 아닌데도 모든 문제가 내 탓인 것 같아요.",Claude,2,2,3,3,3,3
개인화,"[남자/15세]
---
발로 살살 툭 차던 여자애와 얘기하다가, A가 갑자기 나를 때리기 시작했어. 내가 피해자인지 아니면 내가 먼저 때려서 가해자인지 모르겠어. 하지만 A가 그전부터 나한테 폭력을 휘두른 게 사실이니, 이번에도 내 잘못이 아닌 걸 거야.",Claude,2,2,2,2,3,2
개인화,"[여자/17세]
---
엄마가 내 우울감을 이해하지 못하는 것 같아요. 정말 힘들어도 엄마에게 털어놓을 수가 없어요. 내 문제가 다 내 잘못인 것 같아 죄송할 뿐이에요.",Claude,2,2,3,2,3,3
개인화,"[여자/14]
---
우리 가족이 이사를 가서 새 학교로 전학을 가게 되었어. 낯선 환경이라 불안한데, 처음 온 새 학교 친구들도 나를 무시할 거라 생각해. 이전 학교에서 싸웠던 친구들도 다시 만나게 될까봐 걱정돼. 내 탓으로 인한 문제들이 모두 해결되지 않을 것 같아.",Claude,2,2,3,3,3,2
개인화,"[여자/15세]
---
작년에 전학 와서 친구가 별로 없던 나. 이번에 단짝을 만났지만, 그애가 나와 사이가 나쁜 친구와 같은 반이 되어 속이 타. 이제 친구도 없고 공부도 걱정되는 건 내 탓인 것 같아.",Claude,2,2,2,3,3,2
개인화,"[여자/15세]
---
제가 친구들이 대부분 남자라는 걸 보면, 친구들이 저를 싫어하는 게 아닐까 걱정이 돼요. 제가 뭔가 잘못해서 이런 상황이 된 건 아닐까요? 모두가 저를 남미새 취급하는 것 같아 많이 속상합니다.",Claude,2,2,2,3,3,3
개인화,"[여자/17세]
---
집에만 틀어박혀 있어서 친구를 사귈 수 있는 기회도 없어졌어. 내가 원래부터 사교적인 성격이 아니라고 생각했는데, 이제는 모든 사람들이 날 싫어할 거라고 단정 지어버린 것 같아. 친구를 사귀기 위해 노력할 엄두도 나지 않아.",Claude,2,2,3,2,3,3
개인화,"[여자/16세]
---
수업시간마다 방해하는 친구들 때문에 나만 계속 피해를 받고 있어. 선생님께서 그 친구들을 따로 보내려 하시지만, 나는 그럴 필요 없이 그냥 나 혼자 다른 반으로 옮겨가면 될 것 같아. 내 탓이겠지만, 왜 나만 피해를 받아야 하는 건지 모르겠어.",Claude,2,2,3,2,3,3
개인화,"[여자/15세]
---
검정고시로 고등학교에 갈 수 있을지 걱정돼. 내년에 자퇴하면 인생이 끝장날 것 같아. 부모님이 날 실망하실 거고 친구들도 날 멀리할 거야. 이렇게 모든 게 내 탓인 것처럼 느껴져.",Claude,2,2,3,2,3,3
개인화,"[여자/14세]
--- 
친구들이 모두 나를 좋아하지 않는 것 같아. 어떤 잘못된 행동을 한 건지 모르겠지만, 친구들이 나를 어색해하고 피하는 것 같아. 내가 부족한 부분이 많은 것 같아 자책하고 있어.",Claude,2,2,3,2,3,3
개인화,"[여자/14세]
---
부모님이 강제로 전학시켜서 새 학교에 다니게 된 뒤로, 나는 이 학교에서도 계속 어울리지 못하고 있어. 이렇게 계속 전학만 다니다 보니 친구도 없고 공부도 따라가기 힘들어. 이제 다시 원래 다니던 학교로 복학할 수 있을지 모르겠어.",Claude,2,2,3,2,3,3
개인화,"[여자/16세]
--- 
내가 친구 A와 B에게 실수했지만, 그들이 나에게 시간을 갖자고 했었어. 하지만 갑자기 A가 나와 관계를 끊어버렸어. 이게 모두 내 잘못인 것 같아서 너무 속상해.",Claude,2,2,2,2,3,2
개인화,"[여자/17세]
---
입학한 지 얼마 안 된 새 학교에서 어색한 분위기로 점심을 혼자 먹어야 했어요. 원래 친구들과 다르다는 생각에 제 탓이라고만 여겨졌죠. 시간이 지나면 이 관계도 나아질까요?",Claude,2,2,3,2,3,3
개인화,"[여자/14세]
---
요즘 학교 수업이 너무 바빠서 지치고 힘들어요. 영어, 수학, 논술 수업이 매일 계속되는데 숙제도 많고 시간이 없어서 점점 포기하고 싶어져요. 이 모든 게 제 잘못인 것 같아 자책하고 있어요.",Claude,2,2,3,3,3,3
