Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
'해야 한다' 진술,"[여자/16세]
--- 
그 애가 나를 피하려는 것 같아. 반 친구들도 나를 이상하게 보는 것 같아서 진짜 힘들어. 내 말이 상처가 되나봐...조용히 지내는 것이 맞을 것 같아.",CLAUDE,3,3,3,2,2,2
흑백 사고,"[여자/15세]
---
친구들이 항상 바빠서 연락하기 힘들어. 내게로 연락 오는 사람도 없고, 나도 어떻게 연락해야 할지 모르겠어. 이렇게 혼자 있으면 계속 외로울 것 같아.",CLAUDE,3,2,3,2,2,3
과잉 일반화,"[여중생/15세]
---
아이들이 나를 좋아한다고 생각했지만, 그들은 더 재미있는 친구를 찾고 있었다. 다른 친구들과 어울리기 시작하자 나는 혼자 남겨졌다. 이제 아무도 날 원하지 않는 것 같다.",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
벌써 새 학기가 시작했는데, 아직 친구를 만들지 못했어요. 선배들도 모두 친구가 있는데 나만 고립된 것 같아 점점 소외되는 기분이 들어요. 앞으로 3년 내내 혼자 보낼 것 같아 너무 걱정돼요.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
학교에서 소문이 퍼져 친구들이 나를 괴롭히고 있어요. 전학하고 싶지만, 집과 거리가 멀어서 갈 수 없을 거라고 생각합니다. 모든 상황이 이렇게 나쁘게 전개되는 것 같아 너무 힘듭니다.",CLAUDE,2,3,3,2,2,3
감정적 추론,"[여자/15세]
---
보미는 친구들과의 관계가 점점 어려워지는 것 같아 걱정됩니다. 친구들이 더 가까워졌지만 보미는 자신이 소외되는 것 같아 힘들어합니다. 친구들이 보미를 챙겨주지 않는다고 생각하면서 점점 더 학교가기를 싫어하게 됩니다.",CLAUDE,3,3,3,2,3,3
감정적 추론,"[여자/15세]
---
중학교에 입학한 후 친구들과 어울리기 힘들어졌어요. 모두가 나를 좋아하지 않는다고 생각하니 자존감도 바닥으로 떨어졌네요. 우울한 마음에 학교도 가기 싫어지고, 집에만 있게 됩니다.",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
친구가 나에게 짜증스러워 보이더니, 다른 친구에게는 은근히 잘해준다. 그 모습을 보고 상처받았지만, 내 잘못이 없는데 왜 이러는 걸까? 내가 힘들어하는 걸 친구가 모르는 건지, 아니면 나만 그렇게 느끼는 건지 모르겠다.",CLAUDE,2,2,3,2,2,3
성급한 판단,"[여자/17세]
---
내 중간고사 성적이 평균 6등급이라니! 대학가려면 정시로 갈 수밖에 없겠지. 정말 어쩌지? 수도권 대학에 가고 싶은데, 과연 붙을 수 있을까? 너무 걱정되고 힘들어요.",CLAUDE,3,2,3,3,3,3
확대와 축소,"[여자/14세]
---
시험 4일 전인데 완벽한 점수를 받을 수 없을 것 같아요. 친구들은 다 만점을 받는데 저는 언제나 실수를 하네요. 엄마의 기대가 부담스럽고 자신감도 없어졌어요.",CLAUDE,3,3,3,2,3,3
'해야 한다' 진술,"[남자/15세]
---
체육은 정말 잘하지만, 다른 과목들은 부족해서 체육 선생님이 되기가 어려울 것 같아. 어떻게 하면 모든 과목을 공부할 수 있을까? 체육만 좋아하다 보니 다른 과목들은 소홀히 했는데, 이대로는 목표를 이룰 수 없을 거야.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[여자/15세]
---
친구들과 화해했지만, 다음날 한 명이 저를 째려보는 것 같아 불안했습니다. 어색한 분위기에 축제에 가는데도 편하지 않았어요. 사과했지만, 친구들이 더는 저를 좋아하지 않는 것 같아 전학가고 싶네요.",CLAUDE,3,3,2,2,2,3
감정적 추론,"[남자/15세]
---
새로운 반에 배정되자 친구들이 먼저 다가오지만, 낯설어서 말을 걸기가 두려워 혼자 있기만 합니다. 다들 좋아하는 활동을 함께 하지만, 나는 어울리기가 어려워 배제된 것 같아 답답합니다.",CLAUDE,3,3,3,2,2,3
확대와 축소,"[여자/16세]
---
내 옷차림에 대해 친구가 부끄러워하고, 완벽해 보이는 그 애들이 좋아하니까 멀어지는 게 맞나? 나는 그냥 뚱뚱하고 못생긴 찐따일 뿐이야. 더 이상은 이 친구가 필요하지 않아 보여.",CLAUDE,3,3,2,2,2,2
성급한 판단,"[여자/15세]
---
매번 친구들이 쳐다보고 웃는 모습에 나를 싫어하는 것 같아 불안해진다. 친구들이랑 있을 때마다 괜한 소리로 대화가 끊기고 분위기가 어색해져서 점점 친구들과 멀어지는 것 같아 너무 힘들다.",CLAUDE,3,3,3,2,2,3
개인화,"[여자/15세]
---
제가 잘못해서 친구가 저에게서 멀어진 것 같아요. 내가 너무 무뚝뚝하고 표현을 잘못하는 성격이어서 친구가 더 밝고 사교적인 다른 친구들을 선호하는 것 같아요. 이제 혼자 남은 것 같아 걱정돼요.",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[남자/15세]
---
전학 와서 어울리기 어려워 힘들다. 모두가 친구 많은 애들이라 나 혼자 무시당할까 봐 걱정된다. 이대로 학년이 끝나면 친구 없이 지내야 할 것 같아 우울하다.",CLAUDE,3,2,3,2,3,3
감정적 추론,"[남자/15]
---
밤만 되면 나 혼자만 우울해지는 것 같아. 친구들도 많고 가족들도 있지만, 세상 모든 게 환상인 것 같아. 왜 이런 생각이 드는지 모르겠어. 눈물이 저절로 고이는데 아무도 날 이해하지 못할 것 같아.",CLAUDE,3,3,3,2,3,2
감정적 추론,"[여자/15세]
---
새 학급에서도 여전히 소외감에 시달리고 있어. 친구들이 나를 피하고 눈치만 보는 게 너무 힘들어. 이러다가 정말 우울해져서 충동적으로 무언가 할까봐 두려워.",CLAUDE,3,3,3,2,2,3
개인화,"[여자/15세]
---
점심시간에 혼자 운동하다 보니, 내 가장 친한 친구가 서서히 저를 멀리하네요. 제가 잘못했다고 생각하지만, 친구는 저를 전혀 이해하지 않는 것 같습니다. 이제 우리는 서로 어색하기만 해요.",CLAUDE,3,3,3,2,2,3
흑백 사고,"[여자/15세]
---
제 반 친구들은 워너원을 좋아하지 않아요. 그들은 방탄소년단만 이야기하죠. 저는 워너원을 너무 좋아하지만, 친구들과 공감대를 느끼지 못해 혼자라고 생각합니다. 더 이상 워너원을 좋아할 수 없을까 봐 걱정돼요.",CLAUDE,2,3,3,2,3,3
흑백 사고,"[여자/14]
---
친구도 있지만 진짜 친한 친구는 없어. 늘 혼자만 있는 것 같아. 다른 애들은 다 단짝이지만 나는 아무도 없어. 이러다 영원히 혼자 지내게 될까 봐 걱정돼.",CLAUDE,3,3,3,3,3,2
감정적 추론,"[여자/15세]
---
학교 끝나고 친구와 함께 걷다 선생님을 만났어. 선생님이 좋아하실까봐 ""선생님의 옷이 멋져요!""라고 말했지만, 친구가 앞서 ""선생님 옷을 못 입는다고 했잖아""라고 해서 당황했어. 이제 선생님이 나를 짜증내며 보고 계시다니, 내가 실수한 걸까? 어떻게 사과해야 할지 모르겠어.",CLAUDE,3,3,3,2,3,3
감정적 추론,"[여자/15]
---
시험기간이라 너무 불안해요. 누나가 여행 가고 혼자 공부해야 해서 걱정돼요. 목표한 고등학교에 못 갈까봐 미래가 걱정되고 이대로 인생이 망가질 것 같아요.",CLAUDE,3,3,3,2,3,2
감정적 추론,"[여자/15세]
---
학교에서 아무 잘못도 하지 않았는데, 내가 좋아했던 친구가 갑자기 나만 무시하고 배제하는 것 같아. 다른 친구들과는 잘 지내는데 나한테만 차갑게 구는 건 도대체 왜일까?",CLAUDE,3,3,3,3,3,3
감정적 추론,"[여자/16세]
---
새로운 동아리에 들어갔는데, 잘 어울리지 못해요. 동아리 친구들이 저를 무시하고 배제하는 것 같습니다. 아마 제가 재미없고 어색해 보였나 봐요. 이제 영영 친구를 사귈 수 없을 것 같아요.",CLAUDE,2,3,3,2,2,3
과잉 일반화,"[여자/16세]
---
중학교 2학년이 된 나는 예전에 친구 b를 욕했던 일로 다른 친구들과 멀어졌어. 하루도 편할 날이 없어. b가 나를 만날 때마다 무시하고, 다른 애들도 피하니까 너무 외롭고 불편해.",CLAUDE,2,3,3,2,2,2
성급한 판단,"[여자/16세]
---
친구가 내 연락처를 다른 사람에게 알려줘서 그 사람이 나를 부담스러워하는 것 같아. 연락도 잘 되지 않고 짧게 답만 오더라. 내가 싫어지는 건가? 다음에 연락하면 무시당할까봐 걱정돼.",CLAUDE,2,3,3,2,2,3
과잉 일반화,"[여자/16세]
---
이번 전학 생활이 너무 힘들어요. 아이들은 모두 친구를 사귀고 있지만, 저만 혼자여서 소외받는 느낌이 들어요. 체육, 급식, 수업 어디에서나 혼자 있게 되니 정말 외롭습니다. 이제는 전학이라도 가고 싶네요.",CLAUDE,3,3,3,2,3,3
과잉 일반화,"[여자/14세]
---
저희 반에는 잘나가는 여자애들이 3명 있지만, 나는 그들과 어울리지 못해서 혼자 지내게 돼. 점심시간에도 2~3명씩 모여서 노는데, 나 혼자 있으면 마음이 외롭고 불편해.",CLAUDE,2,3,3,2,3,3
성급한 판단,"[여자/17세]
---
매일 학교에 가는 것이 두려워요. 선배들이 저를 무시할까봐, 그리고 2학년들도 저를 조롱할까봐 걱정돼요. 제가 누군가에게 다가가면 무조건 실패할 거라고 생각해요.",CLAUDE,2,3,3,2,2,3
성급한 판단,"[여자/14세]
---
새 학기 첫날, 나는 같은 반 친구를 보고 좋아하는 마음이 들었다. 하지만 그 친구는 폰을 사용하지 않아 연락할 방법이 없어 보인다. 다른 친구들과도 잘 어울리지 못하니 이제 난 친구를 사귈 수 없을 것 같다.",CLAUDE,2,2,3,2,2,3
감정적 추론,"[여자/중학생]
---
저는 요즘 좋아하는 남자 친구가 저를 무시하고 있다고 생각해요. 그 친구는 제 눈을 피하고 다른 여자애들에게 관심을 보이는 것 같아서 확실히 저한테 관심이 없다고 느껴져요.",CLAUDE,2,3,3,2,3,3
부정적 편향,"[여자/고2]
---
새로 전학 와서 모르는 친구들이 많아 걱정돼. 나한테 관심 없어 보이고 대화도 잘 안 되네. 내가 먼저 다가가도 그들은 냉담해서 점점 자신감이 떨어져..",CLAUDE,3,3,2,2,3,2
과잉 일반화,"[여자/15세]
---
우리 반에 늘 혼자 있는 친구가 있어요. 그 친구에게 다가가려고 했지만 다른 친구들은 냉담해요. 그래서 그 친구만 챙기다 보니 나도 점점 고립되는 것 같아요. 이제는 어떻게 해야 할지 모르겠어요.",CLAUDE,2,2,3,2,3,3
성급한 판단,"[여자/15세]
---
저 B가 날 싫어하는 것 같아. 걔가 날 싫어하니까 친구들도 나랑 놀지 않는다. 이렇게 혼자 지내다 보니 너무 슬프고 외롭다. 내가 뭘 잘못했나? 내가 부족한가?",CLAUDE,2,3,3,2,2,2
성급한 판단,"[여자/16세]
---
성적 좋은 친구들만 보이는데, 영어 단어시험에서 낮은 점수를 받았다. 부르면 창피할 것 같아 두렵다. 다른 친구들이 나를 못하는 애라고 생각할까봐 걱정된다.",CLAUDE,3,3,3,3,3,3
낙인찍기,"[여자/16세]
---
나는 학교에 늘 지각하고 결석이 많아 선생님께 죄송합니다. 습관이 잘 고쳐지지 않아 문제아일 거라 생각됩니다. 학교에 가도 불안감이 드네요. 선생님과 부모님께 실망만 드리는 것 같아 죽고 싶습니다.",CLAUDE,3,3,2,3,3,2
감정적 추론,"[남자/중3]
---
제 뒷자리 친구가 수업 시간에 계속 등을 툭툭 치더라. 나는 그냥 무시하고 가만히 있었지만, 혹시 내가 약한 것으로 생각하나 싶어 걱정됐어. 그 친구는 내가 화내지 않는다고 어떻게 생각할지 모르겠어.",CLAUDE,3,3,2,2,3,3
감정적 추론,"[여자/15세]
---
친구가 하나도 없어서 점심시간마다 혼자 밥을 먹어야 해. 이대로 가다간 평생 혼자 지내겠지. 다른 애들은 서로 잘 어울리는데, 나는 어떻게 해야 할지 모르겠어. 혼자 있으니 너무 힘들어.",CLAUDE,3,3,3,2,3,3
성급한 판단,"[남자/15세]
---
이번 중3은 적응하기 힘들 것 같아요. 친구가 없어서 항상 혼자 있어야 해요. 다른 애들은 서로 친해 보이지만, 저는 끼어들 틈이 없어요. 이제 할 방법이 없어 보이네요.",CLAUDE,2,3,3,2,2,3
흑백 사고,"[여자/15세]
---
학교에서 친구들이 나를 무시하는 것 같아요. 새 학기 때마다 불안하고 걱정돼요. 혼자 있는 게 너무 힘들어요. 친구를 사귀고 싶지만 성격이 좋지 않아 쉽지 않네요.",CLAUDE,2,3,3,2,2,2
과잉 일반화,"[여자/14세]
---
제가 학원에서는 친구를 잘 사귀지만, 학교에서는 친구를 사귀지 못합니다. 학교에 가면 늘 혼자 있고 모두 이미 친구가 있는 것 같아 늘 외롭습니다. 애니나 보는 것이 제 유일한 즐거움이지만, 친구들에게 그런 얘기를 꺼내면 이해받지 못할 것 같습니다.",CLAUDE,2,2,3,2,3,3
부정적 편향,"[여자/15세]
---
내 얼굴은 너무 평범해서 아무도 관심 없어 보인다. 친구들은 화장하고 멋져 보이지만, 나는 그냥 여느 중학생 같아 보인다. 엄마도 나를 예쁘다고 해주시지만, 믿기 어렵다. 나를 보면 울화가 치밀어 오른다.",CLAUDE,2,3,3,2,3,3
성급한 판단,"[여자/16세]
---
그 친구가 나를 싫어하는 것 같아서 걱정돼. 내가 먼저 말을 걸면 짜증 낼까봐 두렵다. 그냥 기회를 기다려야 할까? 그렇지만 아예 다가가지 않으면 우리가 친해질 수 있을지 모르겠다.",CLAUDE,2,2,3,2,2,3
부정적 편향,"[여자/16세]
---
오늘 학교 졸업식이었어요. 다른 친구들은 친구들과 노는데 저는 집에 혼자 있어요. 주변에서 저를 칭찬하지만 실제로 친구가 없어 외롭습니다. 언제쯤 진정한 친구를 만날 수 있을지 불안해요.",CLAUDE,3,3,3,2,2,2
흑백 사고,"[여자/15세]
---
반배정 결과를 보니 친한 친구와 떨어졌어요. 저와는 전혀 친하지 않은 학생이랑 붙었네요. 이제 1년 내내 재미없이 보내야 할 것 같아 죽겠어요. 제 친구는 다른 애들과 더 잘 어울리는 것 같아요.",CLAUDE,2,2,3,2,3,3
성급한 판단,"[여자/14세]
---
새로운 학기를 시작했지만, 친구들이 나와 다른 반이 되어 두렵습니다. 낯을 가리는 내 성격 때문에 새로운 친구를 사귀기가 어려울 것 같아 걱정됩니다. 혹시 다시 소외되는 건 아닐까요?",CLAUDE,2,2,3,2,2,3
성급한 판단,"[여자/15세]
---
내 친구가 나를 배제하고 다른 친구들과 어울리는 것 같아 너무 화가 났다. 혼자 가게 되니까 소외감도 많이 느꼈다. 그래서 실수로 친구에게 화내는 말을 했는데, 지금 곧 전학가고 이사를 가게 되었다니 정말 후회된다.",CLAUDE,3,3,2,2,2,2
성급한 판단,"[여자/15세]
---
3월 새 학년이 되자 나는 친구들과 어울리기가 두렵습니다. 1학년 때는 잘 지냈는데 이제는 다 낯선 애들만 있어 보이네요. 아마 내가 먼저 말 걸지 않으면 어떡하나, 친구를 사귈 수 없을 것 같아요.",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/15세]
---
혼자 앉아있는 나를 보며 다른 애들은 서로 어울리는 것 같아요. 친구들을 사귀기가 어려워 보이고, 모두가 저랑 친해질 리는 없을 것 같습니다. 어떻게 해야 할지 모르겠어요.",CLAUDE,2,3,3,2,2,3
성급한 판단,"[남자/16세]
---
학원에 다니기 시작한 지 몇 달이 지났지만, 아직 친해지기가 부끄럽고 망설여집니다. 혹시 내가 다가가면 오히려 그 친구를 불편하게 만들까 걱정되어요. 용기가 나지 않아 계속 기회를 놓치고 있습니다.",CLAUDE,3,2,3,3,3,3
감정적 추론,"[여자/15세]
---
새 학기 첫 날, 아이들이 모두 저를 피하는 것 같아요. 제가 잘못한 것도 없는데 왜 이러는지 이해할 수가 없네요. 다들 저를 싫어하게 된 건가요?",CLAUDE,2,3,3,2,3,3
성급한 판단,"[여자/15세]
---
이 새로운 학교에서 어떻게 친구를 만들까? 혼자 밥 먹는 게 너무 걱정돼. 다들 무리지어 다니는데 나는 혼자일 수밖에 없을 것 같아. 따돌림 당하지 않을까 너무 걱정돼.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[여자/15세]
---
전학 와서 누구랑 친해져야 할지 모르겠어. 다들 친구가 있어 보이는데, 난 혼자 있을 것 같아. 교실 찾아다니는 게 힘들고 불편할 것 같아. 아마 다들 날 무시할 거야.",CLAUDE,3,3,3,2,2,2
과잉 일반화,"[여자/16세]
---
고등학교에 입학했지만 여전히 친구를 사귀기 어려워요. 말을 걸면 늘 어색해지고 관계가 지속되지 않아 다른 애들과는 점점 멀어져만 가는 것 같아요. 혼자서는 아무래도 잘 어울리지 못할 거라고 생각해요.",CLAUDE,3,3,3,2,2,3
감정적 추론,"[여자/15세]
---
시험이 끝나 친구들과 놀고 싶지만, 그들은 내가 아닌 다른 친구들과만 이야기하고 있다. 나를 무시하는 것 같아 혼자 있게 되었고, 친구가 나를 싫어하는 건 아닐까 걱정된다. 다른 친구들에게 다가가기가 두려워 혼자 있게 되는 악순환이 반복되고 있다.",CLAUDE,3,3,3,3,3,3
과잉 일반화,"[여자/16세]
---
우리 반에선 제가 점점 소외되고 있어요. 다들 짝을 지어 다니는데 저는 혼자예요. 친구들이랑도 자주 싸워서 관계가 좋지 않아요. 학교가 지옥 같아요. 전학갈까 고민 중이지만, 새로운 환경에서도 혼자일 것 같아요.",CLAUDE,3,3,3,2,3,3
감정적 추론,"[여자/15세]
---
새로운 반에 왔는데 다른 애들은 이미 다 친한 것 같아요. 나만 혼자서 어색하게 앉아있을 것 같아요. 선생님도 나를 못본척하실 테고, 모든 게 잘 되지 않을 것만 같아요.",CLAUDE,3,3,3,2,3,2
과잉 일반화,"[여자/15세]
---
요즘 들어 내가 누구인지, 다른 사람들이 날 어떻게 생각하는지 전혀 모르겠어. 친구들이랑도 귀찮고 힘들 뿐이야. 내가 예전에 저지른 실수들이 날 계속 괴롭히는 것 같아 너무 무섭고 불안해.",CLAUDE,2,3,3,2,3,3
확대와 축소,"[여자/15세]
---
학교에서 공부도 잘하지 못하고 친구들 사이에서도 인기가 없어요. 항상 불안하고 화가 나는데, 친구들이 저를 피하는 것 같아 점점 더 고립되는 느낌이 들어요. 반장 선거에 나가고 싶지만 떨어질 것 같아 도전하기가 두렵습니다.",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
친구들이 날 싫어하는 것 같아. 코뼈를 다쳤지만 가족은 상관없어 보이네. 힘들어 죽고 싶지만 그렇게까지는 안 하고 싶어. 어디를 가도 무시당하는 것 같아 힘들다.",CLAUDE,2,3,2,2,3,2
낙인찍기,"[여자/15세]
---
이번 학교 폭력 사건 때문에 전학가고 싶어요. 하지만 부모님은 단호하게 거절하셨죠. 혼자서는 감당하기 힘든데 어른들은 이해하지 못하시는 것 같아요. 이 상황을 극복하기란 정말 어려워요.",CLAUDE,3,3,3,2,2,3
감정적 추론,"[여자/15세]
---
새로운 학교에 적응하지 못하겠어. 친구도 없고 공부도 따라가기 힘들어. 엄마랑 화나는 일도 많아져서 앞으로 어떻게 될지 불안해. 이러다 내가 실패할까봐 두려워.",CLAUDE,3,3,3,2,2,3
성급한 판단,"[남자/17세]
---
기숙사에서 친구들과 농담으로 선생님의 사생활을 언급했는데, 선생님이 듣고 계셨다니. 교권보호위원회에서 어떤 징계를 받게 될지 너무 걱정됩니다. 혹시 학교를 옮기는 게 좋을까요? 그러면 아예 새로운 시작이 될까요?",CLAUDE,2,3,3,2,2,3
과잉 일반화,"[여자/14]
---
반 친구들이 벌써 짝을 지어 다니는데, 나는 여전히 혼자다. 우리 반은 모두 알고 지내는 사이라 내 조차 애써 그들에게 다가가려 해도 쉽지 않다. 아직 누구와도 가까워질 수 없다니 앞으로도 혼자일 것만 같아 절망스럽다.",CLAUDE,3,3,2,2,3,3
개인화,"[여자/16세]
---
작년부터 친구들과 다니기 싫어졌어. 무리로만 다니는 게 불편하고, 친구들이 서로 제 뒤에서 험담하는 것 같아. 다들 나를 이해하지 못하는 것 같아 혼자 있는 게 편해졌어.",CLAUDE,2,3,3,2,2,3
성급한 판단,"[여자/15세]
---
제가 친구들이랑 갈등이 있어요. 둘 다 좋아하는데 선택해야 할 것 같아서 불안해요. 어떻게 하면 두 친구 다 지속적으로 만날 수 있을까 걱정돼요.",CLAUDE,2,2,3,2,2,2
확대와 축소,"[여자/16세]
---
같은 반 친구들과 웃으며 지내지만, 가까이 지내지는 않아. 오늘 실수로 한 말이 상대방을 아프게 했어. 사과했지만 점점 상황이 더 안 좋아졌어. 이제는 모두 서로 무시하며 지내는 게 나을까?",CLAUDE,3,2,2,2,2,2
성급한 판단,"[여자/15세]
---
운동회 때 팀을 짜보면 항상 혼자 남겨지는 거 같아. 애들이 나만 따로 떨어지게 할까봐 걱정돼. 혹시 내가 다시 소외당하면 어떡하지, 오늘도 불안한 하루가 될 것 같아.",CLAUDE,3,3,3,3,3,3
부정적 편향,"[여자/16세]
---
내 성격이 너무 소극적이라 친구들과 잘 어울리지 못해요. 공부나 외모에서도 다른 친구들에 비해 뛰어나지 않아 매력적이지 않은 것 같아요. 특별한 재능도 없어 다른 친구들만큼 돋보이지 못해요. 나는 그저 평범한 존재에 불과한 것 같습니다.",CLAUDE,3,3,3,3,3,3
확대와 축소,"[여자/16세]
---
그 친구가 내 말을 듣지 않고 오히려 나를 비난하자, 더 이상 연락하고 싶지 않았다. 결국 화해할 기회를 잃고 혼자 우울하게 지냈다. 이제 그 때를 생각하면 그저 슬플 뿐이다.",CLAUDE,2,3,3,2,2,3
낙인찍기,"[여자/15세]
---
저는 공부를 잘 하지 못해 실업계 고등학교에 입학했어요. 중학교때부터 공부를 못해서 항상 부모님께 미안한 마음뿐이었죠. 나는 왜 이렇게 못하는 걸까? 무능력한 내 모습에 절망스럽습니다. 학교 선생님도 내가 나 자신을 사랑하라고 하시는데, 과연 그게 가능할까요?",CLAUDE,3,3,3,2,3,2
확대와 축소,"[여자/14]
---
매일 친구들이 나한테 잘못된 행동을 하지만, 선생님께 말씀드려도 변화가 없어. 모두가 나를 무시하는 것 같아 괴롭고 화가 나. 혼자서는 어떻게 해결할 수 없을 것 같아 점점 더 힘들어지고 있어.",CLAUDE,2,3,3,2,2,3
개인화,"[여자/14세]
--- 
오늘 선생님이 저에게 특별한 관심을 갖는 것 같아요. 다른 친구들은 그렇지 않은데 저만 계속 불편한 질문을 받는 것 같아요. 혹시 선생님께서 저에 대해 나쁘게 생각하시는 건가요?",CLAUDE,2,3,3,2,3,3
과잉 일반화,"[여자/15세]
---
전학을 갔는데도 애들이 여전히 나를 괴롭히는 것 같아. 중학교 1학년 때처럼 모든 사람들이 나를 싫어하는 것 같아. 학교 가기가 너무 두렵고 힘들어서 전학이라도 가고 싶지만, 이사를 갈 수는 없잖아.",CLAUDE,2,3,3,2,3,2
감정적 추론,"[여자/14살]
---
새 학기 시작했지만, 아직 진짜 친구 없어서 불안해요. 다들 친하게 지내는데 나만 외톨이 같아요. 집에 있는 게 편하지만, 다음 주가 너무 걱정돼요. 어떻게 해야 할지 모르겠어요.",CLAUDE,2,3,3,2,3,2
확대와 축소,"[남자/15세]
---
친구와의 단순한 장난이 오해를 불러일으켰다. 갑자기 친구가 화를 내어 당황스러웠지만, 서로 이해하고 용서하며 다시 친해질 수 있을까 걱정된다.",CLAUDE,3,3,3,2,2,3
확대와 축소,"[여자/16세]
---
이 학교는 너무 싫어. 매일 괴롭힘에 시달리는데, 선생님들도 모르쇠하고 도와주질 않아. 동정을 받는 것도 싫고, 친구들이 나에 대해 뭘 생각하는지 알 수가 없어서 불안해.",CLAUDE,2,3,3,2,2,3
낙인찍기,"[여자/15세]
---
중간고사 공부하느라 너무 힘들어요. 다들 잘하는데 나만 안되는 것 같아 눈물이 나요. 내년 고1 올라가도 어려워질 텐데 과연 제가 감당할 수 있을까요?",CLAUDE,2,2,3,2,2,3
감정적 추론,"[여자/16세]
---
친구가 조금만 화내도 금세 제가 잘못했다고 생각해요. 선생님께 혼나도 화내고 싶지만 선생님이 저를 싫어하게 될까 봐 참아요. 가족에게도 말하기 어려워서 혼자서 고민하며 스트레스를 받아요.",CLAUDE,3,3,3,2,3,3
확대와 축소,"[여자/17세]
---
새 학교에 와도 여전히 친구를 못 사귀고 혼자 지내는 게 편해졌어요. 하지만 혼자 있으면 너무 우울해요. 성적도 안 좋고 부모님이 저를 걱정하셔서 스트레스 받아요. 사회가 왜 이렇게 살기 힘든지 모르겠어요.",CLAUDE,3,3,3,2,3,2
'해야 한다' 진술,"[여자/15세]
---
부모님께는 항상 밝은 모습만 보여드려야 한다고 생각했지만, 숨겨왔던 우울함이 선생님 앞에서 드러나고 말았다. 내가 힘든 건 알면서도 겉으로는 괜찮은 척해야만 한다.",CLAUDE,3,3,3,2,3,2
성급한 판단,"[여자/15세]
---
걔가 절 싫어한다니.. 내가 저 시내 못 간 이유를 설명했는데도 무시하네. 코로나에 걸렸다길래 불쌍해서 연락했더니 냉랭하게 대하더라. 정말 더이상 대화가 안 통해서 마음이 힘들어.",CLAUDE,2,3,3,2,2,2
과잉 일반화,"[여자/15세]
--- 
집에 가는 길에 친구들이 웃으며 얘기하는 것을 보니 나만 소외된 것 같다. 학교에서도 아무도 나와 어울리지 않는다. 공부만 열심히 해도 성적이 오르질 않아 좌절감이 든다. 내 인생은 이렇게 보내야 하나.",CLAUDE,3,3,3,2,2,2
'해야 한다' 진술,"[여자/16세]
---
공부를 열심히 해도 성적이 오르지 않아 답답해요. 친구들은 공부를 잘하는데 나는 못하니 무시받는 것 같아 속상합니다. 재능이 없는 내가 부끄러워요. 앞으로 어떻게 해야 할지 모르겠어요.",CLAUDE,2,3,3,2,2,3
확대와 축소,"[여자/15세]
---
새로운 학교에 전학 온 뒤 첫 시험을 앞두고 걱정이 여기저기에 가득해요. 영어 문법이 약해서 천점을 받긴 어려울 거 같아 들림. 선생님께서 나를 답끼리 않다고 지적하셨을 때 괘씸했고, 앞자리에 앉기 싫어졌어요.",CLAUDE,2,3,2,2,2,2
과잉 일반화,"[여자/15세]
---
친구들은 서로 잘 어울리지만, 나만 그렇지 못해. 늘 독립된 채로 있게 되고, 점심 시간마다 혼자 책을 읽는다. 체육 시간도 혼자 졸리게 있어야 하니 속상해.",CLAUDE,3,2,2,2,3,2
개인화,"[여자/17세]
---
친구들과 대화할 때마다 어색하고 로봇 같아 보인다. 자신이 무엇을 잘못했는지 찾아 후회하곤 한다. 어떻게 하면 대화에 더 자연스럽게 반응할 수 있을까?",CLAUDE,2,3,3,2,2,2
감정적 추론,"[여자/16세]
---
최근 학교 수업이 너무 지루해서 집중이 안 되고, 친구들이 웃거나 즐거워하면 왜 그럴까 생각만 해도 눈물이 나요. 집에 와서도 잠을 잘 못 자고 멍하게 있다가 방에서 나가다 무엇을 하려고 했는지 까먹곤 해요.",CLAUDE,2,3,2,2,3,3
과잉 일반화,"[여자/15세]
---
제 학교는 완전 싫어요. 친구들이 진심이 없고 뒷다맥만 일삼아요. 애들이 다들 겉멋만 부리고 진짜 재미있는 애들은 없어요. 그냥 전학가고 싶어요. 이런 애들 속에서 있기가 너무 짜증나요.",CLAUDE,2,3,2,2,3,2
성급한 판단,"[여자/15세]
---
과거에 말실수로 친구들에게 곤란을 준 적이 있어. 거짓말탐지기 실험에서 실수했다가 오해받았는데, 그 사건 이후로 친구들이 나를 계속 놀리는 것 같아. 이제는 아예 말을 안 하게 되어 버렸어.",CLAUDE,2,2,3,2,2,3
과잉 일반화,"[여자/14세]
---
전학 와서 새 친구들과 어울려봤지만, 친구들끼리 나만 배제하고 뒤에서 이야기하는 걸 보니 내가 진짜 친구가 없는 것 같아요. 앞으로도 이런 상황이 반복될까 봐 걱정돼요.",CLAUDE,2,3,3,2,3,3
