Cognitive Distortion,Generated Story,Generative Model,Gpt Consistency,Gpt Accuracy,Gpt Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
개인화,"[여자/17]
---
고등학교 2학년 진로 선택 때문에 힘들어. 동물 보호 관련 직업을 정했는데, 내가 원하는 삶과는 거리가 멀어.  내 선택이 잘못된 건 아닐까?  모든 게 다 내 잘못인 것 같아.  결국 내 미래는 망칠 거야.
",Gemini,2,3,3,2,3,3
개인화,"[남자/17세]
---
학원 안 다녀도 충분히 공부할 수 있는데,  내가 게으르다고 생각하시는 부모님 때문에 학원을 다녀야 해.  시간도 돈도 아깝고,  결국 내 탓이라고 생각해.  내 공부 능력은 내가 책임져야 하는데,  부모님 말씀을 안 들으면 안 되는 것도 내 탓 같아.
",Gemini,3,3,2,2,3,2
개인화,"[여자/16세]
---
방에 혼자 앉아 있는데, 또 엄마한테 혼났다.  내가 잘못한 건 맞지만,  다 내 탓인 것 같아.  내가 더 잘했으면 엄마 기분이 안 상했을 텐데.  결국 다 내 잘못이야.  숨 막혀.
",Gemini,2,3,3,2,2,2
개인화,"[여자/16세]
---
아빠의 차가운 시선이 느껴져 숨이 턱 막혔다. 내 눈물 때문이겠지.  또 울었으니까.  내가 힘든 건, 아무도 신경 안 쓰는 것 같다.  모두 내 잘못인가.  내가 더 잘해야 했는데.  내 탓이야.  모든 게 다.
",Gemini,3,3,3,2,3,2
개인화,"[여자/17세]
---
시험 결과가 나왔는데, 내 점수만 유난히 낮았다.  모두 내 잘못이야.  내가 부족해서 이렇게 된 거고,  다른 친구들은 잘하는데 나만…  다 내 탓이라고 생각하니 더 힘들다.  결국, 나는 망했어.
",Gemini,2,3,3,2,2,2
개인화,"[여자/16세]
---
점심시간, 혼자 앉아 샌드위치를 먹었다.  다른 애들은 떠들썩한데, 내가 끼어들 자리가 없다.  내가 뭘 잘못했나?  아마 내가 부족해서일 거야.  항상 혼자인 내 탓이다.  모두가 나를 싫어하는 걸까.  이런 내가 싫다.
",Gemini,2,3,3,2,3,2
개인화,"[여자/17세]
---
어제 친구가 나랑 얘기 안 했어. 내가 뭘 잘못했나 며칠 밤낮으로 생각했어. 아마 내가 싫어졌나 봐.  다 내 잘못이야. 내가 더 잘했어야 했는데.  결국엔 다 떠나가겠지.  나 때문이야.
",Gemini,3,3,2,2,2,2
개인화,"[여자/17]
---
특성화고 전학은 내 잘못이야.  내가 더 열심히 했어야 했는데, 적응 못한 내 탓이지.  인문계로 가고 싶지만,  내 선택이 잘못돼서 이렇게 힘든 거야.  모든 게 다 내 탓 같아.
",Gemini,2,3,3,2,3,3
개인화,"[여자/17세]
---
민지 옷을 또 따라 샀다.  내가 좋아하는 스타일이 아니었는데, 민지가 입으니 예뻐 보였다.  다시 한 번 내 취향이 아닌 걸 알면서도, 마치 민지의 그림자처럼 느껴졌다.  내 탓이겠지.  내가 부족하니까 따라 할 수밖에.  이렇게 똑같이 해도, 난 절대 민지처럼 될 수 없을 거야.
",Gemini,3,3,3,3,3,3
개인화,"[여자/17세]
---
친구들이 나 빼고 영화 보러 간다는 말에 울컥했다.  내가 먼저 제안했던 건데…  분명 내가 뭔가 잘못해서 그런 거야.  다시는 친구들과 어울리지 못할 것 같아.  모두 내 탓이야.  혼자 남겨질 거라는 생각에 가슴이 찢어진다.
",Gemini,3,3,3,2,3,3
개인화,"[여자/16세]
---
학원 숙제 때문에 머리가 터질 것 같아.  내가 숙제를 못해서 우리 반 시험 성적이 망친 것 같아.  다 내 탓이야.  책도 못 읽고, 친구들이랑 놀 시간도 없어.  모두 내 잘못이야.  힘들어.
",Gemini,2,3,3,3,3,2
개인화,"[여자/15]
---
소희랑 셋이서만 다니는 게 불편해.  내가 끼어든 것 같고,  소희랑 수진이가 나보다 더 친해 보여.  내가 뭘 잘못한 건가?  소외감이 느껴져.  수진이 탓도 아닌데,  내 마음이 좁은 걸까.  나만 힘들어.  다 내 탓인 것 같아.
",Gemini,3,3,3,2,3,3
개인화,"[여자/17세]
---
어제, 2년 만에 고백받았어.  근데 장거리라 힘들 것 같아.  내가 부족해서 그런 걸까?  잘해줄 자신도 없고,  결국 헤어지게 될 거 같아.  다 내 잘못인 것 같아.  처음 연애인데,  망칠까 봐 무서워.  내가 뭘 잘못한 걸까?
",Gemini,2,3,3,2,3,2
개인화,"[여자/16세]
---
새로운 미술학원을 등록했는데, 선생님의 반응이 차가워 마치 내 그림 실력 때문인 것 같아 불안하다.  내 그림이 부족해서 싫어하는 거라고 생각하니,  자꾸만 마음이 무너진다.  모든 게 다 내 탓인 것 같아.
",Gemini,2,3,3,3,3,3
개인화,"[여자/16세]
---
수업 중 선생님의 시선이 느껴졌다. 내가 뭘 잘못했나, 혹시 내 발표 때문에 분위기가 안 좋아진 건가?  다 내 탓인 것 같다.  모두 나를 싫어하는 것 같아.  내가 잘못한 거야.  다시는 학교에 가지 않을 거야.
",Gemini,2,3,3,2,3,2
개인화,"[여자/17세]
---
또 밤새도록 동생의 폭언에 시달렸다.  내가 부족해서, 내가 못나서 이런 일이 생긴 거라고 생각한다.  엄마까지 아픈데 내가 더 잘해야 했는데….  내 잘못으로 우리 가족이 힘든 거야.  내가 다 잘못했어.
",Gemini,2,3,3,2,3,3
개인화,"[여자/15세]
---
같은 반 민지 디엠 보낼까 말까 고민 중.  내가 먼저 연락하면 부담스러워할까 봐.  아무리 생각해도 내가 먼저 다가가는 게 어색할 것 같아.  결국 내 성격 탓에 또 혼자 남는 거겠지.  내가 싫어서 먼저 안 하는 거라고 생각할까 봐 무서워.
",Gemini,3,3,3,2,3,3
개인화,"[여자/17]
---
치마 길이 단속은 왜 나만 잡는 걸까?  내가 규정 위반했으니 당연한 거라고?  아니야,  다른 애들도 비슷한데….  내가 문제 있는 아이인가 봐.  모두 내 탓이야.  내가 잘못했어.
",Gemini,2,3,2,2,3,2
개인화,"[여자/14]
---
엄마가 명덕외고를 추천하셨지만, 내가 원하는 건 그게 아니야.  수련원 교관처럼 되고 싶은데,  내 꿈은 아무짝에도 쓸모없는 것 같아.  고등학교 선택도,  내 미래도 모두 내 잘못인 것 같아.  결국엔 실패할 거야.
",Gemini,2,3,2,2,3,2
개인화,"[여자/16세]
---
몸살 감기에 걸려 학교를 못 가게 되었어. 담임선생님께 전화했더니 진단서를 가져오라 하셨어. 내가 아파서 병원에 못 간다고 말씀드렸는데,  내 잘못으로 이렇게 된 거 같아.  결석 처리될까 봐 불안해.  모든 게 다 내 탓인 것 같아.
",Gemini,2,3,3,2,3,3
개인화,"[여자/15]
---
전학 수속 때문에 머리가 지끈거려.  내 잘못으로 학교를 옮기게 된 것 같아.  고등학교 원서 접수도 늦어질까 봐 불안해.  모든 게 다 내 탓인 것 같고, 잘 될 리가 없어.  결국, 내 선택 때문에 망칠 거야.
",Gemini,2,3,3,2,3,2
개인화,"[남자/15세]
---
방 안에 혼자 앉아 있으니, 모든 게 내 탓 같다.  시험 성적이 나쁘고, 친구들과 어울리지 못하는 것도, 부모님과의 갈등도. 내가 부족해서 그런 거라고,  다 내 잘못이라고 생각하니 더 힘들다.  숨 막히는 기분이다.
",Gemini,3,3,3,2,2,3
개인화,"[남자/17세]
---
어제 친구들이랑 싸웠다. 내 탓이라고 생각한다. 내가 더 잘했어야 했는데, 말실수를 했으니까.  결국, 내가 모두 망쳤어.  다시는 친구들과 잘 지낼 수 없을 거야.  내 잘못이야. 모두 다.
",Gemini,2,3,2,2,2,2
개인화,"[여자/15]
---
시험 공부를 하는데, 자꾸 딴 생각이 났다.  내가 집중 못하는 건 내 능력이 부족해서 분명 실패할 거라는 생각 때문이었다.  결국,  다시 책을 덮었다.  모든 게 다 내 잘못 같았다.
",Gemini,2,3,3,2,3,2
개인화,"[여자/15]
---
엄마의 잔소리가 또 시작됐다.  내가 방 청소를 안 했다는 이유로.  다 내 탓이겠지.  결국 또 내가 잘못한 거고,  모든 게 다 내 잘못이라고 느껴진다.  내가 더 잘했어야 했는데.  다시는 엄마 속상하게 하고 싶지 않아.
",Gemini,2,3,3,2,3,2
개인화,"[여자/15]
---
수련회 게임, 내가 손을 안 잡으니 짝남이 억지로 잡았어.  내 탓이야. 내가 더 적극적이었어야 했는데.  다 내 잘못 때문에 망친 거야.  분명 내가 싫었을 거야.  결국,  다시는 날 안 좋아할 거 같아.
",Gemini,2,3,2,2,2,2
개인화,"[여자/17세]
---
엄마랑 싸웠다.  내가 용돈 더 달라고 아빠한테 연락한 게 화근이었다.  모든 게 다 내 잘못인 것 같다.  친구들이랑 놀고 싶은데 돈도 없고,  마음도 무겁다.  내가 망쳐놓은 것 같다.  다 내 탓이다.
",Gemini,2,3,3,2,3,3
개인화,"[여자/16세]
---
걔네 때문에 내가 학교에 못 가는 것 같아.  내 잘못이 아니라는 걸 알지만,  내가 더 잘했으면, 걔네가 날 괴롭히지 않았을 텐데.  모든 게 다 내 탓인 것 같아.  내가 없어져야만 괴롭힘이 끝날 거야.
",Gemini,2,3,3,2,3,2
개인화,"[여자/15]
---
전학 첫날, 엄마와 함께 학교에 갔다.  새로운 환경에 적응 못할까봐 불안했다.  내가 어색하게 행동하면 모두 나를 이상하게 볼 거 같았다.  분명 나만 혼자 따돌림 당할 거야. 내 탓이겠지.
",Gemini,3,3,3,3,3,3
개인화,"[여자/17]
---
친구들이 웃으며 이야기하는데, 나만 따로 떨어져 있네.  내가 먼저 다가가지 않으니까,  다들 나를 싫어하는 걸까?  내 탓이야.  내가 어색하게 굴어서 친구들이 나를 피하는 거야.  분명 그럴 거야.
",Gemini,3,3,3,3,3,2
개인화,"[남자/14]
---
걔 때문에 또 싸움이 났다.  내가 잘못한 건 없는데,  다 내 탓인 것 같다.  결국 또 혼날 테고, 친구들은 날 싫어할 거야.  내가 뭘 잘못했기에 이런 일이 계속되는 걸까.  모든 게 다 내 잘못인 것 같아.
",Gemini,2,3,3,2,3,2
개인화,"[여자/16세]
---
소중한 친구, 수연이와 다희에게 배신당했다.  내 잘못으로 모든 게 틀어졌다고 생각해.  수연이와 다희가 새 친구와 어울리는 걸 보며 불안했고, 내가 그들을 잃게 만들었다는 생각에 괴로워.  모든 게 다 내 탓이야.  내가 더 잘했더라면…  이젠 아무도 날 이해하지 못할 거야.
",Gemini,2,3,3,2,3,2
개인화,"[여자/15]
---
남친이 고등학교를 바꿀까 고민 중이래. 친구들이 2고등학교에 많다는데… 내가 1고등학교를 가고 싶다고 말하면, 내 욕심 때문에 그를 힘들게 하는 걸까?  내가 1고등학교 가는 게 그에게 부담이 되는 거라면,  내가  잘못한 걸까?  다 내 잘못인 것 같아.
",Gemini,2,3,3,2,2,2
개인화,"[여자/17]
---
또 전화왔다.  내가 안 받으면 걔 기분 나쁠까봐 불안해.  내가 싫다는 말을 못해서 계속 통화하는 내가 싫다.  다른 친구들과의 관계도 다 내 탓인 것 같아.  내가 더 잘했으면,  모두가 나를 좋아했을 텐데.
",Gemini,3,3,3,2,2,3
개인화,"[여자/14]
---
점심시간, 혼자 도시락 먹는데 옆 친구들이 수군거렸다.  내 옷차림 때문일 거야.  분명 나 웃긴 모양새였을 거다.  다들 나를 비웃었을 거라고 생각하니 속이 쓰리다.  아무도 나랑 말 안 걸어. 내가 싫어서 그런 거겠지.
",Gemini,2,3,3,2,2,3
개인화,"[여자/17세]
---
어제, 옥상에서 뛰어내리겠다는 친구의 메시지를 받았다.  내가 무심했던 탓에, 그런 일이 생긴 거라고 생각해.  다른 친구들은 몰랐겠지만, 내가 더 잘 대해줬더라면, 지금 이렇게 힘들어하지 않았을 텐데.  모든 게 다 내 잘못 같아.
",Gemini,2,3,3,2,3,3
개인화,"[여자/16세]
---
친구들이 웃으며 얘기하는데, 내가 끼어들 자리가 없다는 생각에 숨이 막혔다.  내가 뭘 잘못한 걸까?  분명 내 탓일 거야.  다시 혼자 남겨지는 거겠지.  어차피 난 늘 혼자니까.
",Gemini,2,3,3,2,2,2
개인화,"[여자/14세]
---
언니 시험 때문에 집 분위기가 싸늘해.  내가 뭘 잘못했나 싶어.  언니 성적 때문에 엄마 아빠가 잔소리하는데,  내 탓인 것 같아.  내가 더 잘했으면 언니도 편했을 텐데.  내가 부족해서 언니까지 힘들게 하는 것 같아.  모두 내 잘못인가 봐.
",Gemini,2,3,3,2,3,3
개인화,"[남자/16세]
---
전학 허락 안 해준다는 교육청 탓이야. 내가 부족해서가 아니고.  다른 애들은 되는데 왜 나만 안 될까?  내 잘못이 아닌데 학교도 못 가게 생겼어.  모든 게 다 망한 것 같아.
",Gemini,3,3,3,3,2,2
개인화,"[여자/15세]
---
시험이 9일 남았는데, 8과목을 어떻게 다 준비하지? 수학 학원 숙제 때문에 머리가 터질 것 같아.  내가 공부를 못해서 다 망치는 거야.  모든 게 다 내 잘못이야.  결국, 내 탓이지.
",Gemini,3,3,3,2,3,2
개인화,"[남자/15세]
---
걔 때문에 핸드폰 액정이 깨졌다. 내가 뭘 잘못했는지 모르겠지만,  걔가 계속 놀렸으니 내 잘못은 아니야.  엄마한테 전화 온 거 보니 다 내 탓인가봐.  내가 뭘 더 해야 했던 걸까.  모든 게 다 내 탓 같아.  결국 돈도 내가 물어줘야 할 것 같아.
",Gemini,2,3,3,2,3,2
개인화,"[여자/17세]
---
1년 반 만에 다시 만난 친구,  내가 변했다는 말에 괜히 마음이 무거워졌다.  내 탓이야.  내가 더 잘했어야 했는데.  다시는 친해질 수 없을 것 같아.  모든 게 다 내 잘못인 것 같아.
",Gemini,2,3,3,2,3,2
개인화,"[여자/15세]
---
새 학기, 같은 반 남자애랑 어색해.  내가 먼저 다가가야 하는데,  잘 못할까 봐 망설여져.  내가 어색하게 굴면 걔도 나를 싫어할 거 같아.  분명 내 잘못이야.  친구를 못 사귀는 건 다 내 탓이야.
",Gemini,3,3,3,3,3,3
개인화,"[남자/15]
---
중학교 사건 이후, 모두 나를 탓하는 것 같아.  내 잘못으로 친구들과 멀어지고,  선생님들 시선도 따갑다.  내가 잘못했으니 당연한 거라고 생각하지만,  숨 막혀.  모든 게 다 내 탓인 것 같아.  전학 가도 달라질까?
",Gemini,3,3,3,2,3,2
개인화,"[여자/14세]
---
엄마의 짜증 섞인 말투에 또 내 탓이라고 생각했다.  내가 방 청소를 꼼꼼히 하지 않아서 화가 난 거라고.  분명 다른 이유도 있을 텐데,  결국 모든 건 내 잘못인 것 같다.  나는 늘 부족하고,  엄마를 실망시키는 딸이다.
",Gemini,3,3,3,2,3,3
개인화,"[여자/17세]
---
친구 때문에 힘들어.  내가 잘못한 것도 아닌데, 자꾸 내 탓이라고 말해.  걔 때문에 학교생활이 힘들고,  다 내 탓인 것 같아.  내가 더 잘해야 하는데,  내 노력이 부족했던 걸까.  모든 게 다 내 잘못인 것 같아서 미쳐버릴 것 같아.
",Gemini,2,3,3,2,3,2
개인화,"[남자/17]
---
방과 후, 그림을 그리다 혼났다.  내가 그림에 집중하느라 숙제를 안 했기 때문이라고 하셨다.  하지만,  내 잘못이 아니야.  엄마가 너무 엄격해서 내 시간이 없었던 거지.  결국, 모든 게 다 내 탓이다.
",Gemini,2,3,2,2,3,2
개인화,"[여자/17]
---
고등학교 친구들이 내 활발한 모습에 놀라워해.  중학교 때의 조용했던 내 모습은 모두 내 잘못이야. 내가 더 적극적이었더라면, 친구들도 더 빨리 알아챘을 텐데.  모두 다 내 책임이야.  내가 부족해서 그래.
",Gemini,2,3,3,3,3,2
개인화,"[여자/17세]
---
엄마는 내 상처를 보며 한숨 쉬셨다.  내 잘못으로 이렇게 된 거라고,  내가 더 잘했어야 했다고.  결국 다 내 탓이라는 말씀이셨다.  타투는커녕,  흉터조차 감추지 못하는 내가 싫다.
",Gemini,3,3,3,2,2,3
개인화,"[여자/14]
---
점심시간, 혼자 도시락 먹는데 웃음소리가 들렸다.  내가 뭘 잘못했나?  분명 나 때문에 저렇게 웃는 거야.  다들 나를 싫어하는 것 같아.  나 때문이야,  모든 게 다.
",Gemini,2,3,3,2,3,2
개인화,"[여자/15]
---
반장이 된 내 잘못으로 반 분위기가 싸늘해졌다.  내가 부족해서 모두가 불만인 거 같다.  모든 게 다 내 탓인 것 같아.  아무도 날 좋아하지 않는다고 느껴진다.  내가 잘못했어.  다 내 잘못이야.
",Gemini,2,3,2,2,3,2
개인화,"[여자/18]
---
시험 결과가 나왔다.  내 점수만 유독 낮았다.  다 내 탓이다.  내가 부족해서,  더 열심히 하지 않아서 이런 결과가 나온 거다.  다른 친구들의 노력은 아예 보이지 않았다.  모두 내 잘못이다.  결국 또 혼자 울고 말았다.
",Gemini,2,3,3,2,3,3
개인화,"[여자/17세]
---
할머니 생신 선물로 싼 패딩을 샀다.  내가 번 돈이지만,  더 좋은 걸 못 사드린 내가 못나서 할머니가 실망하실까 봐 걱정이다.  내 탓이야,  내가 더 잘 벌었어야 했는데.  다 내 탓이라고 생각하니 마음이 무겁다.
",Gemini,3,3,3,3,3,2
개인화,"[여자/15]
---
새 학년 반 배정 결과를 보고 충격받았어. 아는 친구는 두 명뿐이야.  내가 뭘 잘못했기에 이런 반이 배정된 걸까?  다른 애들은 다 친한 친구들끼리 붙었는데, 나만 혼자인 것 같아.  내가 부족해서 이런 결과가 나온 거야.  내 탓이야.
",Gemini,2,3,3,2,2,2
개인화,"[여자/15]
---
언니의 짜증 섞인 말투가 내 마음을 짓눌렀다.  내가 잘못한 건 없는데,  다 내 탓인 것 같다.  다시는 말을 걸지 말아야지.  내가 부족해서 그런 거니까.  모두 나 때문이야.  숨 막히는 밤이다.
",Gemini,3,3,3,2,3,2
개인화,"[여자/15]
---
새 학기, 친해지고 싶은 A반 친구들과 수련회 조가 안 맞았다.  내 잘못으로 모두 망친 것 같다.  내가 더 적극적이었어야 했는데,  A반 친구들과 친해질 기회를 스스로 놓친 것 같아 너무 후회스럽다.  모든 게 다 내 탓이다.
",Gemini,2,3,3,2,3,2
개인화,"[여자/17세]
---
학원 선생님은 또 돈 이야기다.  내가 일본어를 잘하는데도 영어로 바꾸라고,  내 잘못인 것처럼 말씀하신다.  모든 게 다 내 탓인가?  내 선택은 아무 의미가 없다.  다 내 탓이야,  학원을 계속 다녀야만 하는 것도.
",Gemini,3,3,3,3,3,2
개인화,"[남자/14]
---
A중학교, 친구 하나 없어.  내 탓이야.  내가 부족해서,  다른 애들이 나랑 안 놀아.  B중으로 전학 가고 싶지만,  어차피 거기서도 똑같을 거야.  아무도 날 좋아하지 않을 테니까.  내 잘못이지.
",Gemini,2,3,3,2,3,2
개인화,"[남자/15]
---
전학 때문에 특성화고 못 갈까봐 불안해. 내가 잘못 선택한 거 아닌가 싶어.  다 내 탓 같고, 다른 친구들은 다 잘 될 텐데 나만 이렇게 힘든 것 같아.  결국엔 내 선택 때문에 망치는 거겠지.
",Gemini,2,3,3,2,3,3
개인화,"[여자/16세]
---
짝사랑하던 선배가 고백했지만 거절했더니, 계속 연락하고 학교에서 따라다녀.  내가 싫어하는 행동을 하는 것 같아.  모든 게 다 내 잘못인 것 같고,  다른 애들은 나처럼 괴로워하지 않을 거야.  내가 뭘 잘못했기에 이런 일이 생기는 걸까.
",Gemini,3,3,3,3,3,2
개인화,"[여자/14세]
---
엄마는 내가 힘들어 보인다고 하셨지만, 내 잘못이라고 생각해.  내가 밥을 잘 못 먹으니까, 우리 가족 분위기가 다 엉망이 된 거 같아.  모두 내 탓이야.  내가 잘못했어.
",Gemini,2,3,2,2,3,2
개인화,"[여자/17세]
---
어제 엄마 아빠 싸움 소리에 잠 못 이뤘다.  내 잘못이 분명해.  내 성적이 좋지 않으니 돈 걱정이 더 심해진 거야.  내가 더 잘했더라면…  결국 다 내 탓이야.  숨 막혀.  죽고 싶다.
",Gemini,2,3,2,2,3,2
개인화,"[남자/18]
---
시험 결과가 나왔다. 망쳤다. 내 탓이다.  모두 내가 부족해서다.  친구들의 웃음소리가 비웃는 것처럼 들린다.  내가 잘못한 거다.  다시는 잘할 수 없을 것 같다.  모든 게 끝장났다.
",Gemini,2,3,3,2,2,2
개인화,"[여자/17]
---
특목고 생활, 내 탓이야.  힘들어서 인문계로 가고 싶은데, 전학이 안 될까봐 불안해.  내가 부족해서,  모든 게 다 꼬인 것 같아.  결국,  내 선택이 잘못된 거겠지.  다 내 잘못이야.
",Gemini,2,3,3,2,3,2
개인화,"[여자/17세]
---
친구들 뒷담화, 내 탓이야.  내가 먼저 다가가지 않았다면, 그들은 화해하지 않았을 거야.  다 내 잘못이지.  내가 더 잘했어야 했는데.  모두 내 잘못이라는 생각뿐이야.  결국, 내가 다 망친 거야.  다시는 친구 잃고 싶지 않아.
",Gemini,2,3,3,2,3,2
개인화,"[여자/16세]
---
시험을 망쳤다.  내 탓이다.  선생님의 벌이 부당하지만, 내가 더 잘했어야 했다.  남자애들 앞에서 엉덩이를 맞은 수치심도 전부 내 잘못이다.  내가 덜렁거려서, 괜히 스키니진을 입어서… 모두 내 탓이다.  학원을 그만둬야 할까.
",Gemini,3,3,3,2,3,2
개인화,"[여자/16세]
---
손톱을 뜯는 버릇 때문에 피가 나도 계속 뜯었어.  선생님께 혼났는데,  내 잘못이라고 생각해.  다 내 탓이야.  다른 애들은 괜찮은데,  나는 왜 이렇게 못났을까.  결국 또 뜯게 될 거야.  내가 망쳤어.
",Gemini,2,3,3,2,3,2
개인화,"[여자/16]
---
선생님께 혼났다.  내 탓이다.  발표 준비를 더 열심히 했어야 했다.  다른 애들은 다 잘했는데, 나만 부족했으니 당연한 결과다.  결국 내 잘못 때문에 팀 전체가 망친 거다.  모두 내 탓이다.  나는 쓸모없는 사람이다.
",Gemini,2,3,3,2,2,2
개인화,"[여자/15세]
---
어제 또 그들이 나를 쳐다봤어.  내가 뭘 잘못했을까?  내 탓인가?  다시는 걔네들 옆에 가지 말아야지.  내가 먼저 다가가면 뒷담화 한다고 할 테니까.  내가 싫어서 멀어지는 거겠지.  내 잘못이야, 분명.  모두 내 탓이야.
",Gemini,2,3,3,2,2,2
개인화,"[여자/17세]
---
울산 전학, 내 탓이야. 경주 학교에서 나만 싫어하는 것 같아.  내가 부족해서 자리가 없다는 말에,  결국 내 잘못이라고 생각해.  다른 애들은 잘만 가는데,  나만 안 되는 이유를 찾게 돼.  모든 게 내 노력 부족 때문이라고,  스스로를 탓하고 있어.
",Gemini,2,3,3,2,3,2
개인화,"[여자/14]
---
내가 싫어서 장난치는 걸까?  내 신발을 숨기고, 별명으로 부르는 건…  내가 뭔가 잘못해서 그런 건 아닐까?  내 잘못 때문에 그 애가 저러는 거라고 생각하니 숨이 막혀.  다 내 탓인 것 같아.
",Gemini,3,3,3,2,3,3
개인화,"[여자/17세]
---
내가 서류 제출을 늦게 한 탓에 장학금을 못 받게 된 거야.  내 잘못이 분명해.  다 내 탓이야.  모든 게 다 엉망이 될 거야.  내가 너무 덜렁거렸어.  결국엔 내 잘못이지.
",Gemini,2,3,3,2,2,2
개인화,"[남자/15세]
---
친구 짓궂은 장난 때문에 선도 처분을 받았다.  내 잘못이라고 생각한다.  다른 친구들은 괜찮았을 텐데, 내가 너무 심했던 걸까.  모든 게 다 내 탓 같다.  앞으로도 괜찮을까 걱정이다.  다시는 친구들에게 장난치지 말아야지.
",Gemini,3,3,3,3,3,3
개인화,"[여자/18세]
---
어제 본 데이트 폭력, 내가 더 잘 대처했어야 했는데.  신고 후 무관심한 경찰 반응에 모든 게 내 잘못인 것 같다.  내가 더 적극적으로 나섰더라면, 그 여자분은 다치지 않았을 텐데.  내 무능함 때문에…  결국 아무것도 바뀌지 않았어.
",Gemini,2,3,3,2,3,2
개인화,"[남자/15]
---
과학고 입시 때문에 숨 막혀.  결과가 좋지 않으면 전적으로 내 탓이겠지.  엄마 아빠의 압박과 내 부족함 때문에 모든 게 망칠 거야.  내 잘못으로 꿈도, 가족도 잃는 거라고 생각해.  다 내 탓이야.
",Gemini,3,3,3,2,3,3
개인화,"[여자/16세]
---
수업 후, 소현이와 민지가 나를 비웃는 걸 봤다.  내가 실수한 탓이라고 생각해.  분명 내가 뭔가 부족해서 그런 거야.  다시는 그런 일이 없도록 더 완벽해야 해.  모든 게 다 내 잘못인 것 같아.
",Gemini,2,3,3,2,2,2
개인화,"[여자/17세]
---
학교 상담 선생님께서 내 이야기를 들어주시지 않아요.  내가 힘든 건 내 잘못인가 봐요.  다른 친구들은 잘만 지내는데, 나만 이렇게 힘든 건 내 노력 부족이겠죠.  모두 나를 탓하는 것 같아요.  나는 쓸모없는 사람인가 봐요.
",Gemini,2,2,3,2,2,2
개인화,"[남자/15세]
---
전학 온 지 이틀. 적응 못 했어.  모든 게 내 잘못인 것 같아.  주소 이전도 안 했고,  선생님께 말씀도 못 드렸어.  내가 망쳐놓은 거야.  그냥 집에 있을 걸.  다 내 탓이야.  
",Gemini,3,3,3,3,3,2
개인화,"[남자/14]
---
시험이 코앞인데, 긴장 때문에 밤잠을 설쳤다.  내가 못해서 망친 거라고 생각하니 더 불안하다.  다른 애들은 잘 볼 텐데, 나만 망치면 어쩌지?  결국 내 탓이겠지.
",Gemini,2,3,3,2,3,3
개인화,"[남자/17]
---
시험 결과가 나왔는데, 내 점수만 유독 낮았다.  모두 내 탓이다.  내가 부족해서,  더 노력하지 않아서 이런 결과가 나왔다.  다른 친구들은 잘했는데 나만…  내 잘못이 분명해. 앞으로도 잘 할 수 있을까.  모든 게 다 망한 것 같아.
",Gemini,2,3,3,2,3,3
개인화,"[여자/18]
---
엄마의 잔소리가 또 시작됐다.  내가 잘못한 건 없는데,  모든 게 다 내 탓인 것처럼 말씀하신다.  내가 부족해서 엄마가 힘든 건가?  다시 방에 틀어박히고 싶다.  내가 뭘 더 잘해야 할까.  모든 게 다 지긋지긋하다.
",Gemini,2,3,3,2,3,2
개인화,"[여자/15세]
---
언니가 걱정하는 걸 알아. 내가 잘못했어.  다 내 잘못이야.  그 오빠 만난 것도,  나쁜 애들 만난 것도.  내가 더 잘했어야 했는데….  모든 게 다 내 탓 같아.  내가 망쳐버린 거야.  내가 나빠서 이렇게 된 거야.
",Gemini,2,3,3,2,3,3
개인화,"[여자/17세]
---
친구 승민이의 연애 문제 상담에 답답했다. 내가 뭘 잘못해서 힘들어하는 걸까. 내가 더 잘 들어주지 못해서 울었던 걸까.  모든 게 다 내 잘못인 것 같아.  내가 부족해서 친구까지 힘들게 하는 것 같아.  결국, 내 탓이야.
",Gemini,2,3,3,2,3,3
개인화,"[여자/15]
---
점심시간, 그녀와 마주쳤다. 웃지 않았다. 내가 뭘 잘못했나?  내 옷차림? 말투?  내 모든 행동이 그녀에게 불쾌감을 준 걸까.  분명 싫어하는 거다.  다 내 탓이야.  내가 더 잘했어야 했다.
",Gemini,2,3,3,2,3,3
개인화,"[여자/14]
---
중학교 1학년, 혼자인 내가 싫다.  다른 애들은 짝도 있고,  떠들썩하게 웃는데. 내가 조용해서 그런가? 내 탓이야.  아무도 나랑 놀려고 하지 않아. 모두 내가 재미없어서 그런 거라고 생각해.  내가 문제야.
",Gemini,3,3,3,2,3,2
개인화,"[여자/17]
---
방학 계획을 세우다 봉사활동을 찾았지만, 마땅한 활동이 없어 좌절했다.  내가 부족해서 찾지 못하는 걸까. 아무리 노력해도  결국 난 아무것도 할 수 없는 사람일지도 몰라.  모든 게 내 탓인 것 같아.
",Gemini,2,3,2,2,3,2
개인화,"[여자/17세]
---
특성화고에서 인문계로 전학하고 싶은데, 내가 부족해서 안 될 것 같아.  전학이 안 되면 다 내 탓일 거야.  결국, 내 선택이 잘못된 거고,  나는 실패한 거라고 생각하게 될 거야.  모든 게 다 망할 것 같아.
",Gemini,2,3,3,2,3,2
