Cognitive Distortion,Generated Story,Generative Model,Claude Consistency,Claude Accuracy,Claude Fluency,Gemini Consistency,Gemini Accuracy,Gemini Fluency
확대와 축소,"[여자/15세]  
---  
새 학기, 친했던 친구들과 떨어져 속상했어요. 소심한 성격 탓에 친구 사귀기가 겁나요. 그런데 다가온 친구는 성격이 좋지 않더군요. 친구 관계 때문에 학교가 너무 무섭습니다. 정말 힘들어요.",GPT,2,3,3,2,2,2
'해야 한다' 진술,"[여자/17]  
---  
고1이라 졸업해야 한다고 생각해요. 학교폭력 때문에 힘든 지금, 대안학교로 가는 게 나을까요? 자퇴가 답일까요? 자퇴 후 검정고시를 봐야 한다는 압박감이 더 무겁습니다.",GPT,2,3,2,2,2,2
과잉 일반화,"[여자/15]  
---  
수업이 끝나고 친구들과의 대화가 허무하게 느껴져요. 서로의 뒷담화를 나누는 모습만 보이니, 진짜 친구는 없는 것 같고 모두가 나를 만만하게 볼까 두려워요. 그냥 외롭습니다.",GPT,3,3,3,2,3,3
확대와 축소,"[여자/15]  
---  
우리 반 친구들이랑 풍선아트 신청했는데, 나만 떨어져서 혼자 앉을까봐 너무 걱정돼요. 다른 반 친구들은 큰 무리로 뭉쳐 있고, 나는 찐따처럼 보일까 두렵네요.",GPT,3,3,2,2,2,3
감정적 추론,"[여자/14]  
---  
그녀의 직설적인 말 때문에 자주 기분이 상해. 다른 친구들이 얼른 눈을 피하는 모습이 자꾸 떠올라. 좋은 마음은 알지만, 다른 사람을 무안하게 만드는 건 정말 힘들어. 어떻게 대해야 할지 모르겠어.",GPT,2,3,3,2,3,3
흑백 사고,"[여자/15]  
---  
친구들과 진로 이야기를 하다 보니, 결국 나만 뚜렷한 목표가 없는 것 같아 불안해진다. 글쓰기는 좋지만, 직업으로 성공할 수 없다고 생각하니 꿈이 사라지는 듯하다. 부모님 기대도 부담이다.",GPT,3,3,3,2,3,3
과잉 일반화,"[여자/15]
---
버스 정류장에서 친구와 싸운 후, 나는 그 친구가 나를 피하는 것 같아 속상하다. 다른 친구들 역시 그냥 지나치고, 혼자 급식도 먹지 않는다. 다시 사과해도 더 나빠질까 두렵다.",GPT,3,3,3,2,3,3
과잉 일반화,"[여자/16세]  
---  
A와 자주 싸운다. 화해 후에도 약속을 자주 어겨서 점점 실망이 쌓인다. 친구들에겐 아무것도 아닌 일이라고 하더라. 나는 이 관계가 끝날까 봐 늘 걱정된다. 그냥 내 잘못인 걸까?",GPT,2,3,2,2,3,3
과잉 일반화,"[여자/14]  
---  
학원에서 친구들에게 소외당한 느낌이 들어요. 성적이 떨어져서 부모님과의 대화도 두려워요. 누나마저 저를 놀리니, 외로움이 깊어져 가출 생각이 자꾸 떠오릅니다. 정말 제가 잘못했나요?",GPT,3,3,2,2,3,3
성급한 판단,"[남자/14]  
---  
점심시간에 혼자 밥을 먹는데, 다른 애들이 나를 만만하게 보지 않을까 걱정돼요. 그래서 친구가 없는 나를 숨기고 슬쩍 다른 반을 엿보며 언제 끝날지 초조하게 기다려요.",GPT,3,3,2,2,3,3
감정적 추론,"[여자/15세]  
---  
싸운 친구와의 관계가 걱정되요. 항상 제 마음을 이해해주던 친구인데, 제가 너무 심하게 감정을 쏟아서 미안하네요. 사과하면 관계가 회복될지 불안하고, 그 친구가 저를 어떻게 생각할지 궁금해요.",GPT,3,3,2,3,3,3
흑백 사고,"[여자/15]  
---  
등교하는 길에 불안이 밀려오네요. 미술 시간에 전의 친구와 함께 일해야 하는데, 그 친구는 이미 저를 싫어해요. 나는 혼자 남을 것 같고, 차라리 집에 있는 게 낫겠어요... 부모님은 알면 걱정하겠죠.",GPT,3,3,2,2,3,3
'해야 한다' 진술,"[여자/16세]  
---  
내일이 시험인데, 과목 공부는 안 했고, 가족에게 실망할까 두려워요. 한편으로는 공부하기도 싫고, 그냥 무관심해지면 슬픈 기분이 계속 드네요. 모든 게 엉망이 될까 걱정이 가득해요.",GPT,2,3,3,2,2,3
개인화,"[남자/15]  
---  
축구 연습 중, 그 친구가 나에게만 화를 내고 인사는커녕 말도 하지 않아요. 다른 친구들과는 잘 지내는 모습이 보기 싫고, 그래서 너무 속상해요. 시험 때문에 집중도 안 되고 정말 힘드네요.",GPT,3,3,2,2,2,3
개인화,"[여자/14]  
---  
수업 중 친구들과 떠들어도 괜찮다고 생각했는데, 선생님이 저만 불러서 혼냈어요. 이렇게 되면 모두 저를 싫어할 거예요. 다음에는 더 조심해야겠다, 혹시 같은 반 친구들도 저를 배신할까 두렵네요.",GPT,2,2,3,2,2,2
낙인찍기,"[여자/17]  
---  
동아리 활동 후 친구들과의 대화에서 나의 부족함이 부각됐다. 좋은 성적도, 자격증도 없고, 나만 빈손인 느낌. 계속해서 열심히 했지만, 남들과 비교할수록 나는 초라해져. 이런 나를 어떻게 사랑하죠?",GPT,2,3,2,2,3,2
과잉 일반화,"[여자/16]  
---  
친구들과 잘 지내던 중, 사소한 일로 싸웠고 그 뒤로 모두 내 말을 귀찮게 여기기 시작했다. A가 나를 비난하고 친구들은 그 말만 믿으니, 이제 나 혼자 남은 기분이다. 학교가 정말 힘들다.",GPT,3,3,2,2,3,2
감정적 추론,"[여자/15]  
---  
시험 8일 전, 불안한 마음에 학원에서 공부하는데 집중이 안 돼요. 성적 떨어질까 봐 걱정이 더 커지고, 다른 일을 하려 해도 생각이 계속 나서 힘들어요. 다시 후회할까 두렵습니다.",GPT,3,3,3,2,3,3
낙인찍기,"[여자/15]  
---  
누구나 나를 싫어하는 듯해. 틀림없이 반에서 나만 별로 대우받는 것 같아. 그 애가 인기 많아 보이고, 나는 혼자 남는 게 이상하지 않아. 친구와의 우정도 뺏겨버릴까 무서워.",GPT,2,2,2,2,3,2
낙인찍기,"[여자/15세]  
---  
유급 소식 듣고 정말 충격 받았어요. 작년부터 친구들이 멀어지고 혼자 지내다 보니, 내성적이 되어버렸어요. 이제는 어떻게든 정신을 차리고 나아가고 싶은데, 과연 가능할까요?",GPT,2,3,2,2,2,2
과잉 일반화,"[여자/15]  
---  
작년부터 아빠와 단둘이 살며 전학했는데, 친구가 없고 매일 힘들어. 나만 왕따인 것 같아. 학기 내내 괴롭힘을 당해 학교에 가기 싫고, 다른 학교로 가고 싶어도 불가능하겠지?",GPT,2,3,2,2,3,2
성급한 판단,"[여자/14세]  
---  
전학 가기 전에 애들이 이미 친해져 있을 것 같아서 불안해. 소개할 때 다들 나를 괴롭히기만 할까 봐 걱정돼. 교복은 살 필요 없을 텐데, 생기는 비용이 아까워.",GPT,2,2,2,2,2,2
감정적 추론,"[여자/15]  
---  
친구들과 학원 끝나고 카페에 갔더니, 다른 친구들이랑 찍은 사진이 무수히 올라온 걸 보았어요. 나와는 사진도 안 찍고, 그 순간에 나는 그냥 여기에 있는 존재일 뿐이라 느껴지더라고요.",GPT,3,3,2,3,3,3
과잉 일반화,"[여자/14]  
---  
교실에서 많은 친구들을 마주쳤지만, 모두가 나와 거리를 두는 것 같아 속이 불편했다. 인사하는 친구들의 미소 뒤에 숨어 있는 외로움을 느끼며, 나란 존재가 무의미하게 느껴졌다.",GPT,2,3,3,2,3,3
과잉 일반화,"[여자/15]  
---  
학교 복도에서 친구들이 열심히 시간을 보내는 걸 보며, 나는 아무것도 못하고 있어 불안해져요. 시험이 끝났는데도 뭔가 부족한 느낌이 들어요. 나만 뒤쳐지는 것 같아 괴로워요.",GPT,3,3,2,2,3,2
과잉 일반화,"[남자/16]  
---  
친구와 작은 다툼이 있은 후, 나는 늘 혼자 남아있기만 하다. 급식실에서 밥 먹는 게 창피하고, 계속 애들이 나를 쳐다보는 것 같아 괴롭다. 자퇴를 하고 싶지만, 부모님께 뭐라고 말할지 모르겠다.",GPT,2,3,2,2,2,3
낙인찍기,"[여자/15세]  
---  
한숨을 내쉬며 집에 돌아왔습니다. 나만 바보 같고, 아무것도 잘하지 못하는 것 같아요. 선생님의 칭찬도 귀에 들어오지 않고, 나에게는 항상 심한 비난만 귀찮게 떠도는 것 같아 힘듭니다.",GPT,2,3,3,2,3,3
과잉 일반화,"[여자/14]  
---  
새 학기가 시작되자, 다른 친구들이 이미 가까워진 모습만 보입니다. 나도 친해지고 싶지만, 그들 사이에 끼기는 너무 힘들고. 하루하루가 지루하고 답답해서 도저히 버틸 수가 없어요.",GPT,3,3,3,2,3,2
과잉 일반화,"[여자/15세]  
---  
어제 갑자기 반에서 무시당했어요. 이전에 친해진 친구가 저를 싫어하는 것 같아요. 왜 항상 저만 괴롭힘을 당하는지 답답해요. 외모 때문에 그런 걸까요? 지속적으로 뒷담화당하는 것 같은 느낌이에요.",GPT,2,3,2,2,2,2
낙인찍기,"[여자/15세]  
---  
수업 중 우연히 친구가 슬퍼하는 모습을 봤다. 위로하고 싶었지만, 어색하게 지나치기만 했다. 내가 늘 말이 없어서 더 못해주는 것 같아 미안했다. 내 무뚝뚝함이 친구에게 상처가 되는 건 아닐까 걱정된다.",GPT,3,3,3,3,3,3
성급한 판단,"[여자/15]  
---  
전학 온 지 한 달째, 친구가 없어 불안해요. 수업 중 주변 애들 보며 대화하는 모습을 보니, 나도 소극적이라서 계속 외로워질까 두려워요. 또 혼자 남게 될까 생각하니 속이 타네요.",GPT,3,3,3,2,2,3
확대와 축소,"[여자/14]  
---  
새로운 학년이 시작됐는데, 친구들이 모두 친해 보여요. 나는 혼자 남겨진 것 같아 슬퍼요. 그들은 작년부터 알고 지낸 사이인데, 나는 계속 끼지 못하는 기분이에요. 정말 외롭고 힘든 하루예요.",GPT,2,2,3,2,3,3
개인화,"[여자/15세]  
---  
좋아하던 친구가 나에게만 장난으로 때리고 욕을 해. 다른 친구들 앞에서는 그런 적 없는데, 왜 나한테만 이러는지 모르겠어. 갈 곳이 있는데, 삐지면 어쩌지? 걱정돼.",GPT,3,3,2,2,2,2
과잉 일반화,"[여자/16]  
---  
고등학교에서 친구를 만들고 싶지만, 성격 때문에 누가 먼저 말을 걸지 않을까 심란해요. 저 혼자인 걸 보면 모두 저를 싫어하는 것 같고, 사실 소통이 너무 힘들어요.",GPT,3,3,3,2,2,2
확대와 축소,"[여자/14]  
---  
친한 친구들이 있지만, 그들은 더 가까운 친구가 있어서 항상 저만 외로운 기분이에요. 다른 애들과는 밥도 함께 먹지만, 그들 사이에서 저는 특별하지 않아서 진정한 친구를 잃은 듯해요.",GPT,3,3,3,2,3,2
흑백 사고,"[여자/17]  
---  
고등학교에 들어와 갑자기 모든 게 버겁다고 느껴져요. 꿈은 가수인데, 그게 너무 어려운 일이라 생각하니 포기하고 그냥 백수가 될 것 같은 두려움이 커요. 미래가 보이지 않아요.",GPT,3,3,3,3,3,3
확대와 축소,"[여자/15]  
---  
시험 점수가 낮아서 친구들이 나를 공부 못하는 애로 볼까 두렵다. 누구도 나를 믿지 않겠지. 나는 정말 공부하기 싫어하고, 다시는 같은 반이 되면 어쩌지? 다들 나를 무시할 거야.",GPT,2,2,2,2,2,2
성급한 판단,"[여자/17]  
---  
어제 친구가 점심 한 끼 같이 먹자고 했는데, 저는 뒷담화 때문에 불안해서 거절했어요. 이제 친구가 저에게 말을 안 하는 것 같아 심장이 떨려요. 내가 무슨 실수라도 한 걸까요?",GPT,2,3,2,2,3,3
흑백 사고,"[여자/15세]  
---  
수업 중, 힘들게 같이 다니던 친구가 내 곁을 떠났다. 아예 혼자 다닐까 싶다가도 걔가 나를 찾아와서 귀찮게 했어. 다른 친구들도 다 싫어하니 정말 난감해. 도망치고 싶어.",GPT,3,3,2,2,3,2
과잉 일반화,"[여자/14세]  
---  
중학교 첫날, 저는 새로운 친구를 사귈 기대에 부풀었지만 결국 한 명도 다가오지 않더군요. 다들 저를 무시하는 것 같은 기분이 들었고, 아마 평생 혼자일 거라 생각했어요.",GPT,2,3,2,2,2,3
확대와 축소,"[여자/14]  
---  
친구들이 나보다 커 보이는데, 난 여전히 같은 키에다 몸무게도 안 늘어나. 작은 몸이면 더 이상 크지 않는 것 같아. 어떻게 해야 할지 모르겠어. 매일 고민이 깊어져만 가.",GPT,2,2,2,2,3,2
'해야 한다' 진술,"[여자/17]  
---  
엄마는 늘 성적에 대한 압박을 주십니다. 아무리 노력해도 결과가 제 맘 같지 않아요. 아빠는 집안일 하나도 못하게 하면서 혼내세요. 저는 항상 “해야 한다”는 강박에 시달립니다.",GPT,3,3,2,2,3,3
성급한 판단,"[여자/15]  
---  
그 남자애를 좋아하는데, 항상 저를 피하는 것 같아요. 제가 외모가 평범한데다가 친구도 없어 먼저 다가가면 무시당할까 무섭네요. 혹시 진짜로 저를 싫어하는 걸까요? 이렇게 생각하니 더 힘드네요.",GPT,3,3,3,2,2,3
'해야 한다' 진술,"[여자/15]  
---  
학교에서 친구들과 즐겁게 지내지만, 집에 오면 혼자라는 우울한 기분이 밀려와요. 뒷담화가 두려워서 싫은 감정도 숨겨야 하니 정말 힘들어요. 이렇게 계속해야 할까요?",GPT,3,3,3,2,2,2
과잉 일반화,"[남자/15]  
---  
내일 자리를 바꾸는데, 새로운 친구들이 전부 나를 어색하게 생각할 것 같아 불안해. 인싸들은 언제나 피하고 심장이 뛰네. 내 경우에 친구가 없으면 다들 나를 무시할까 두렵다.",GPT,2,3,2,2,3,2
확대와 축소,"[여자/15세]  
---  
시험이 코앞인데 기분이 너무 좋지 않아요. 성적에 대한 기대감이 부담돼서 집중이 안 되네요. 친구들은 제가 잘할 거라고 믿는데, 저는 그저 자신이 없을 뿐이에요. 과연 잘할 수 있을까요?",GPT,2,2,3,2,2,3
흑백 사고,"[여자/16]  
---  
어제 친구와 작은 다툼이 있었어요. 내가 먼저 연락하지 않아서 그 친구가 나를 무시해요. 나만 문제인 것 같고, 화해하고 싶어도 그 친구의 대답은 없어요. 불안해 죽겠어요.",GPT,2,3,2,2,3,3
부정적 편향,"[여자/16세]  
---  
친구들과 점심을 먹으면서도 불안해요. 그들이 저를 신경 쓰지 않는 것 같아서, 제 고민을 나눌 용기가 안 나요. 다들 힘든 시험을 겪고 있으니, 저까지 짐이 될까 걱정돼요.",GPT,3,3,2,3,3,3
과잉 일반화,"[여자/17]  
---  
고등학교 2학년인데, 내 꿈이 뭔지 모르겠어. 공부는 자신 없어, 잘하는 것도 없어. 친구들은 다 잘 나가고 나는 그렇지 않아서 불안해. 대학 가는 것도 막막하고, 자존감은 계속 떨어져.",GPT,2,3,3,2,3,3
감정적 추론,"[남자/15]  
---  
교실에서 친구가 내 독후감을 대신 써달라고 했어. 거절했더니, 그게 배신 같아 마음이 불편해. 선생님께 사과했지만 내 이미지는 떨어진 듯해. 다시 연락해서 사과하는 게 좋을까? 걱정이 계속돼.",GPT,3,3,3,2,2,3
부정적 편향,"[여자/14세]  
---  
나는 중학교 1학년인데, 메이크업 아티스트 꿈이 사라지는 것 같아. 친구들보다 뛰어나지 않다고 느끼고, 그저 취미로 남을까봐 두려워. 부모님은 자퇴를 원치 않으셔서 고민이 깊어져.",GPT,2,2,2,2,3,3
감정적 추론,"[여자/14세]  
---  
친구와 점심시간, 그녀의 무심한 딴소리에 마음이 아팠다. '내가 별로라는 건가?' 여러 번 상처받은 후에도 이해하고 싶지만, 그녀의 직설적인 말투가 날 더 외롭게 만든다. 과연 나만 이런 걸까?",GPT,3,3,2,2,3,2
부정적 편향,"[여자/16세]  
---  
학교에서 반 친구들이 서로의 외모를 칭찬하는 걸 듣다가, 저와는 달리 모두 잘생기고 예쁘다고 느껴져서 우울해졌어요. 아무도 저를 특별하게 여기지 않는 것 같아 더욱 슬퍼져요.",GPT,3,3,3,2,3,3
성급한 판단,"[남자/14]  
---  
벌써 2학년이 다가오는데, 친해진 친구들이 나를 잊으면 어떡하지? 점점 외롭고, 그 생각이 머릿속을 떠나지 않아. 부모님은 사춘기라고 하시지만, 혼자 울고 싶을 뿐이야.",GPT,3,3,3,2,3,3
확대와 축소,"[남자/14]  
---  
걸어가다가 친구들과 같이 있는 애들을 보면 나는 왜 이렇게 소외된 느낌이 드는 걸까? 다시 학교에 고백하러 가는 것도 두렵고, 시험 보다가 잘 못하면 낮아질 내 자존감이 무섭다.",GPT,2,2,2,2,3,2
부정적 편향,"[남자/15]  
---  
학원에 가야 할 시간인데 친구는 게임하러 간다. 매번 이렇게 놀기만 하니, 진짜 공부할 생각이 없는 것 같아 걱정이 된다. 내가 뭐라고 해도 바뀌지 않겠지, 결국 내신도 나만 힘들어질 뿐이니까.",GPT,2,3,3,2,3,3
과잉 일반화,"[남자/14]  
---  
2학기가 시작되고 반 친구들과의 대화가 줄어들었어요. 가끔 그들과 어울려도 새로운 이야기나 관심을 가지지 못하는 것 같아 걱정이 돼요. 예전처럼 친해질 수 없을까 봐 두렵습니다.",GPT,3,3,3,2,2,3
성급한 판단,"[여자/17세]  
---  
전학 가고 싶은데, 인문계 자리가 없을까 불안해. 홈페이지엔 공지도 없고, 행정실에 전화 거는 것도 귀찮아. 내일까지 확인도 못 하면 다른 학교에 가야 할지도 몰라, 답답해.",GPT,2,3,2,2,2,3
확대와 축소,"[여자/15세]  
---  
시험이 다가오는데 준비한 게 없어요. 시간은 다 떠나고, 저는 빈 종이만 바라보네요. 내신은 바닥일 거고, 친구들은 다 잘할 텐데 저는 이렇게 무기력해요. 너무 한심해요.",GPT,2,2,2,2,3,3
과잉 일반화,"[여자/16]  
---  
수업 중 친구들이 쉽게 이해하는 내용을 나 혼자 여기서도 못하니 너무 속상해. 아무리 노력해도 뛰어난 친구들과의 차이가 커 보여서 내 꿈이 점점 멀어지는 것만 같아.",GPT,3,3,2,3,3,2
'해야 한다' 진술,"[여자/15]  
---  
이번 주에 모든 친구들한테 맞춰줘야 한다는 부담이 커서 힘들어요. 항상 웃고 재밌어야 하는데, 요즘은 감정이 없어서 아무도 관심을 안 주는 것 같아 외롭고 지치네요.",GPT,2,3,3,2,2,3
감정적 추론,"[여자/17]  
---  
학원 친구들과의 대화에서 나만 어색하게 느껴져. 왜 나만 적응 못하는 걸까? 자퇴 후의 선택이 옳을까? 자격증 취득이 가능할까? 또 다른 사고의 흐름에 휘말릴까 두려워.",GPT,3,3,3,2,3,2
성급한 판단,"[여자/14]  
---  
중1인 나는 좋아하는 남자선배가 졸업을 앞두고 있어. 그 오빠는 인기가 많고, 나와는 다를 것 같아 접촉조차 어려워. 사랑은 이루어질 수 없는 꿈 같아, 너무 외롭고 힘들어.",GPT,2,3,2,3,2,2
긍정 축소화,"[여자/16]  
---  
어제 친구와 함께 공부했어요. 그녀는 어려워하는 과목이 있어서 도와줬죠. 하지만 제 공부는 하지 못한 것 같아 마음이 무거워요. 성적은 좋은데, 저는 더 잘해야 한다는 압박감에 괴로워요.",GPT,2,3,3,2,2,3
과잉 일반화,"[여자/15]  
---  
학교 복도에서 친구들과 마주쳤는데, 다들 나를 피하는 것 같아 불안해. 예전에는 웃으며 인사했는데, 이제는 묵묵부답. 남자애들과 어울리다 보니 여자애들이 나를 싫어하는 건 아닐까, 걱정이야.",GPT,3,3,3,2,3,3
성급한 판단,"[여자/16]  
---  
제가 아침에 일찍 나갔는데, 친구들이 모여서 저를 무시하는 것 같았어요. 내가 뭘 잘못했나 고민하며 속상했어요. 그들은 정말로 저를 싫어하는 건 아니겠죠? 하지만 계속 신경 쓰여요.",GPT,3,2,3,2,2,3
감정적 추론,"[여자/16세]  
---  
오빠가 또 귀찮게 부탁해서 어쩔 수 없이 해줬어요. 만날 게임만 하는데 바쁜 이유를 모르겠어요. 말하려고 해도 그만큼 생각이 안 나서 속상하고, 결국 웃고 나왔어요. 정말 후회돼요.",GPT,2,3,3,2,2,2
흑백 사고,"[여자/15]  
---  
친구들이 나를 피하는 것 같아 힘들어요. 가까운 친구가 다른 애들과 더 친하게 지내는 걸 보면, 나만 소외된 느낌이 들어요. 지금의 무리도 정작 내게 맞지 않는데, 어떻게 해야 할까요?",GPT,3,3,3,2,3,3
감정적 추론,"[남자/16]  
---  
11월 11일, 빼빼로를 그녀에게 주고 싶은데. 예쁜 포장으로 꾸며서 가면 쑥스러워 보일까? 그냥 들고 가면 사람들이 뭐라 하지 않을까 걱정이 돼. 타이밍도 자꾸 엉망이 될까 두렵다.",GPT,2,3,3,2,2,2
과잉 일반화,"[여자/15]  
---  
수업 시간마다 다른 반 친구들 사이에 끼기 위해 애쓰지만, 왜 항상 혼자인지 모르겠어요. 친했던 친구들은 나를 피하고, 혼자 앉는 건 너무 불안해요. 이 상태가 계속되면 고등학교 가기 전에 미칠 것 같아요.",GPT,2,3,3,2,3,2
성급한 판단,"[남자/18세]  
---  
졸업이 다가오는데, 좋아하는 애와 선뜻 대화하기가 너무 힘들어요. 大수능 걱정도 크고, 알려주고 싶은 게 많아도 제가 먼저 다가가면 부담스러울까 봐 걱정이네요. 시간이 없어서 답답해요.",GPT,3,3,2,2,2,2
성급한 판단,"[여자/14세]  
---  
학교에서 친구와 큰 싸움을 했어요. 그 이후로 8개월째 대화가 없네요. 사과해도 무시하고 친구를 잃고 싶지 않지만, 그녀는 다른 친구들로 가득 차 있어요. 너무 슬퍼요.",GPT,3,3,2,2,2,3
확대와 축소,"[여자/14]  
---  
점심 시간, 친구들과 둘러앉은 식탁. 그들은 내 뒷담화를 크게 웃으며 이야기해. 나는 계속 농담인 척 웃지만 속은 무너져. 혹시 내 존재 자체가 괴로움일까? 그들 사이에서 점점 더 외로워져.",GPT,2,2,3,2,2,3
과잉 일반화,"[남자/15세]  
---  
팀 프로젝트에서 내가 제안한 아이디어가 무시당했다. 그냥 내가 이상한 애라서 그런 것 같아. 계속 저지른 실수들 때문에 친구들도 나랑 멀어질까 두려워. 결국 나만 혼자인 것 같아.",GPT,2,2,3,2,2,3
감정적 추론,"[여자/15]  
---  
작년 졸업사진이 갑자기 학교 게시판에 붙었어요. 내 얼굴이 이상해 보여서 친구들이 계속 비웃어요. 그 사진 때문에 다시 다들 나한테 쳐다보는 것 같아 너무 스트레스입니다.",GPT,3,3,2,2,3,2
과잉 일반화,"[여자/15]  
---  
학기가 시작되고 친구가 내게 ""너밖에 없어""라고 했는데, 그 순간 정말 외로워지는 기분이었어. 수업도 제대로 집중이 안 되고, 무기력하게 하루가 지나갈 뿐이야. 정말 내가 혼자인 것 같아.",GPT,3,3,3,2,2,2
과잉 일반화,"[남자/15]  
---  
체육대회에서 같은 모둠 친구가 나를 괴롭히는 것 같아 불안하다. 다른 애들은 나를 무시하는 것 같고, 친구가 없다는 사실이 더욱 아프다. 발표가 다가올수록 긴장돼서 배가 아프다.",GPT,2,3,3,2,3,3
과잉 일반화,"[여자/15]  
---  
얼마 전 친했던 친구들이 저를 피하는 것 같아 하루종일 우울했어요. 제가 잘못한 게 많다고 생각하고, 이제는 친구가 하나도 없을 것 같아 두렵습니다. 혼자 걷는 것이 마음 아프네요.",GPT,3,3,2,2,3,3
성급한 판단,"[남자/15]  
---  
수업 후, 좋아하는 친구와 함께 점심을 먹고 싶은데, 그녀가 나에게 먼저 말하지 않아요. 내가 싫어하는 건가 고민되며, 괜히 멀어질까 두려워 말을 못 걸겠어요. 이런 생각은 끊이지 않아요.",GPT,2,2,3,2,2,3
성급한 판단,"[여자/16]  
---  
체육관 구석에서 짝남이 저를 쳐다봤어요. 관심이 있을 줄 알았는데, 친구에게 물어보니 별로라고 하더군요. 저도 그럴 것 같아요. 포기해야겠죠? 같은 반인데 말도 못 걸겠어요.",GPT,2,2,3,2,2,2
확대와 축소,"[여자/15]  
---  
친구들과의 대화 중, 내 관심이 가는 선배가 있다고 말했어요. 그랬더니 다들 놀리기 시작했고, 부끄러워서 대답도 못했죠. 만약 선배가 나를 싫어한다면 어쩌지? 고백하면 더 웃음거리가 될까 봐 두렵습니다.",GPT,2,2,3,2,2,3
긍정 축소화,"[여자/14]  
---  
복도에서 친구들 눈이 마주칠 때마다, 내가 꾸미지 않은 모습이 부끄러워지곤 해. 때문에 혼자 앉아 밥 먹는 게 두려워져, 나이긴 한데 그럴 때마다 더 외로워진 기분이야.",GPT,3,3,2,2,2,2
확대와 축소,"[남자/17세]  
---  
전과를 하고 나니 시험 점수가 못 나와서 친구들한테 무시받는 것 같아요. 자퇴할까 싶지만, 그게 더 나쁜 선택일까 두렵고, 매일 그 선택이 머릿속을 맴도네요.",GPT,2,2,3,2,3,3
개인화,"[여자/15세]  
---  
친구들과의 관계가 엉망이 되었어요. 싸운 친구와 화해했지만, 다른 친구들은 저를 멀리해요. 제가 원래 친했던 친구가 그 싸움 때문에 저를 싫어하게 된 것 같아요. 정말 속상해요.",GPT,3,3,3,2,2,3
성급한 판단,"[여자/16세]  
---  
그 애와 대화할 기회가 정말 없고, 학교에서 단순히 과목 이야기만 나누다 보니 서로에 대해 아는 게 없어. 다른 친구들은 다들 친한데, 난 혼자인 느낌이 들어서 더욱 말 걸기 힘들어.",GPT,2,3,2,2,2,3
확대와 축소,"[여자/15]  
---  
J중학교에 다니는 나는 2학기 전학 온 그가 나에게 관심 없을까 봐 두렵다. 애들이 나를 놀릴 때마다 그가 나를 어떻게 생각할까 걱정이 돼, 대화조차 시도하지 못하고 있다.",GPT,3,3,2,2,2,3
과잉 일반화,"[여자/14세]  
---  
6명이서 무리를 지어도, 나는 2명과만 친해. 특히 1이의 뒷담으로 겉도는 느낌이 들어. 단톡에도 초대가 늦고, 약속도 빼주더라. 다른 무리도 고민되지만, 또 어색할 것 같아.",GPT,2,3,2,2,3,2
과잉 일반화,"[여자/15]  
---  
체육대회 준비로 너무 스트레스 받아. 발표하고 나가서 하는 게 힘든 내 성격엔 고역이야. 친구들은 잘하는데 나는 끌려가는 거 같고, 시선이 부담스러워 학교 가고 싶지 않아.",GPT,3,3,2,2,3,3
낙인찍기,"[여자/14]  
---  
학교에서 친구들과 이야기를 나누고 있어도, 나는 계속 우울한 기분이 들어. 나만 혼자인 것처럼 느껴져. 누구도 내 마음을 모르고, 혼자 옥상에 가는 게 점점 편해져.",GPT,2,3,2,2,2,2
감정적 추론,"[여자/15세]  
---  
점심시간에 베프와 함께 앉았는데, 다른 친구가 끼어들어 자꾸 떠드는 바람에 대화가 끊겼어. 저만 있으면 저를 좋아하는 줄 알겠는데, 그 친구랑 있을 땐 저를 무시하는 것 같아. 너무 속상해.",GPT,3,3,3,3,3,3
성급한 판단,"[여자/15]  
---  
미술 학원에서 A와 함께 펜을 잡고 있는 그 순간, 새로운 여자애가 끼어들어 대화가 늘었다. A가 그 친구와 더 많이 이야기하자, 나에 대한 관심이 사라진 건 아닐까 걱정된다. 질투가 심해진다.",GPT,3,3,2,2,2,3
확대와 축소,"[남자/17]  
---  
이번 시험 결과에 난처해요. 최선을 다했는데 수학이 46점, 영어도 실수로 점수가 깎였어요. 부모님에게 혼날 생각에 우울해요. 내신도 망치고, 친구들도 저를 비웃을 것 같아 숨막혀요.",GPT,2,3,2,2,3,3
감정적 추론,"[여자/15세]  
---  
어제 친구에게 사과했는데, 오늘 학교에서 인사 한 번 받고 저를 무시해요. 다른 친구들은 다 얘기하는데 저만 외로운 기분이에요. 진심으로 사과했는데 여전히 화난 걸까요? 정말 힘들어요.",GPT,3,3,2,3,3,3
낙인찍기,"[여자/15]  
---  
우리 반 프로젝트에서 친구가 아프다고 빠졌어요. 그 한명과 함께 해야 하는데, 너무 어색한데다 말주변도 없어서 도망치고 싶었어요. 그런데 아무렇지 않다고 하니, 내가 진짜 이상한 걸까요?",GPT,3,3,3,2,2,3
감정적 추론,"[여자/15세]  
---  
서늘한 교실 안, 친하지 않은 옆반 남자애를 삶에서처럼 신경 쓰고 있어요. 잘생기고 공부도 잘한다는 소문 때문에, 내가 좋아하는 것은 비현실적일 것 같고 걱정이 커져만 가네요.",GPT,3,3,3,3,3,3
