Cognitive Distortion,Generated Story,Generative Model,Gemini Consistency,Gemini Accuracy,Gemini Fluency,Claude Consistency,Claude Accuracy,Claude Fluency
개인화,"[여자/16세]  
---  
수업에서 발표가 끝났는데, 친구들이 나를 무시하는 것 같아서 너무 속상해. 아마 내가 발표를 망쳤기 때문일 거야. 이제 모두가 나를 싫어할 거라고 생각하니 숨이 막혀.",GPT,2,2,3,2,2,3
개인화,"[여자/15세]  
---  
친구들과 함께한 시간에 즐거움을 느끼긴 하지만, 그들이 나 없이 놀러 다니면 괜히 내가 소외된 것 같아 속이 답답해진다. 내 문제로 그들이 멀어진 건 아닌지 고민이 깊어진다.",GPT,2,3,3,3,3,3
개인화,"[여자/15세]  
---  
형은 항상 나를 무시하고, 부모님은 내 의견을 듣지 않아. 집안일이 힘들어도 내가 부족해서 그런 거라고 생각해. 그냥 내가 없어도 모두 행복할 것 같아. 이럴 땐 살고 싶지 않아.",GPT,2,2,2,2,3,2
개인화,"[여자/16세]  
---  
수행평가를 잘 안 하는 친구가 영향을 미쳐 나도 했던 대로 멈추게 되었어. 이럴수록 나만 문제인 것 같고, 내가 친구에게 나쁜 영향을 주는 걸까 고민이 깊어져.",GPT,2,2,2,2,3,3
개인화,"[여자/17]  
---  
새로운 학교에 가서 친구들이 내 모습을 무시하는데, 아마 나 때문일 거라고 생각해. 그들만의 유대감을 보니 내가 그들에게 보탬이 되지 않는 것 같아 점점 더 우울해져.",GPT,2,2,2,2,3,2
개인화,"[여자/16세]  
---  
전보다 친구들이 나를 피하는 것 같아요. 우리 반이 나를 싫어하게 된 건 내가 정말 잔소리를 너무 많이 했기 때문일 거예요. 다들 나를 따돌리면 저만 쓸모없는 존재가 되는 것 같아요.",GPT,2,2,2,2,2,2
개인화,"[여자/15세]  
---  
그날 발표 후 친구들은 내 아이디어를 칭찬했지만, 나는 실수 한 번에 모든 게 망가진 것 같아. 아마 다음에도 누가 나를 무시할까봐 두려워 계속 긴장할 거야.",GPT,2,2,2,2,3,2
개인화,"[남자/17]  
---  
부모님과 계속 다툴 것 같아 내 잘못으로 모든 문제가 생긴다고 느낍니다. 친구도 저를 피하는 것 같고, 그랬던 거니까 앞으로 더 외로워질 것 같아요. 어떻게 해야 할까요?",GPT,2,2,2,2,3,2
개인화,"[남자/15세]  
---  
최근 친구가 나에게 연락을 끊었어. 내가 뭔가 잘못했나 봐. 친구들이 나를 싫어하게 된 것 같아. 아마 내가 부족한 것 때문일 거야. 나는 정말 모든 걸 망친 것 같아.",GPT,2,2,2,2,2,2
개인화,"[여자/15]  
---  
그 애가 친구들이랑 웃고 있는 걸 보니, 내가 싫어서 그런가 싶었어. 같은 반인 내가 혼자서 학원 가는 걸 지켜보는 게 다 그 애에겐 관심이 없는 거래. 왜 나만 이런 걸까?",GPT,2,2,2,2,2,2
개인화,"[여자/14세]  
---  
학교에서 발표할 기회를 놓쳤는데, 내 잘못 때문이라고 생각해. 친구들은 나를 싫어할 것 같아. 시험 준비에 실패하면 모두 나를 무시하겠지. 항상 최선을 다해야 하는데, 난 늘 부족해.",GPT,2,2,3,2,2,2
개인화,"[남자/17세]  
---  
친구들이 나를 피하는 것 같아. 분명히 내가 뭘 잘못했기 때문이야. 왜 아무도 나에게 관심을 주지 않는 걸까? 모두 나와의 관계를 끊고 싶어하는 것 같아, 난 도대체 왜 이렇게孤?해?",GPT,1,2,2,2,2,3
개인화,"[여자/17]  
---  
시험 결과에 대한 불안감으로 계속 마음이 무겁고, 친구들이 잘하는 모습을 보며 나만 부족한 것 같아 우울해져요. 나 때문인지 잘하는 친구들이 부담스럽게 느껴지고, 그럴수록 더 힘들어져요.",GPT,2,3,3,3,3,3
개인화,"[남자/15세]  
---  
다른 친구들보다 키가 작아서, 이제는 아무도 나를 신경 쓰지 않을 거라고 느낀다. 아버지처럼 크고 싶었는데, 이젠 그런 것도 불가능하다고 생각하니 우울해진다. 누군가 나를 무시할까 두렵다.",GPT,2,2,3,3,3,3
개인화,"[여자/16]  
---  
메시지 보고 마음이 힘들어진다. 내가 무언가 잘못한 것 같아. 그녀가 나에게 연락을 끊은 건 내 탓이라 생각해. 다른 친구들도 나에게서 멀어질까봐 두려워. 계속 이렇게 괴롭힘 당할 것 같아.",GPT,2,2,2,2,3,2
개인화,"[여자/17]  
---  
전학을 가고 싶지만, 엄마가 걱정하실까 봐 말할 수 없어요. 친구들이 나를 싫어하게 될까 불안해서, 내가 학교에 적응 못한 건 나 때문이라는 생각이 자꾸 들어요.",GPT,2,2,3,2,3,3
개인화,"[여자/15세]  
---  
학교에서 친구들과의 대화가 줄어드니, 나 때문인 것 같아 죄책감이 들어요. 내가 잘 못한 게 분명해. 뭔가 대화가 생기면 모두 싫어하는 건 아닐까 걱정이 지속되고, 너무 힘들어요.",GPT,2,2,3,2,2,2
개인화,"[여자/15]  
---  
친구들 사이에서 내가 불편한 기분을 공유했더니, 모두가 저를 싫어할까 두렵습니다. 나 하나 때문에 모임이 엉망이 될까 봐 걱정이 커요. 그래서 다시 혼자 있는 게 나을지도 몰라요.",GPT,2,2,3,2,2,2
개인화,"[여자/15세]  
---  
어머니가 무관심하게 말씀하신 ""평범하게 살아라""는 말을 듣고, 내가 원하는 직업을 추구하지 못할 것 같아 마음이 무너져 내렸다. 모든 게 나 때문인 것 같아 너무 힘들어.",GPT,2,2,3,3,3,2
개인화,"[여자/17세]  
---  
전학 고민이 가득하다. 내가 이사도 안 가는데, 친구들이 멀리서 내 소식을 잊을까 싶다. 잘 지내지 못하면 모두 내 탓일 거라는 생각이 자꾸 들어서 불안하다.",GPT,2,2,3,2,3,3
개인화,"[여자/14세]  
---  
내가 발표를 망쳤으니, 친구들이 모두 나에 대해 나쁜 인상을 가질 거야. 매일 나를 피하는 것 같고, 혼자인 나는 정말 소외된 기분이 들어. 아무것도 잘할 수 없을 것 같아.",GPT,2,2,3,2,2,2
개인화,"[여자/16세]  
---  
새학기 첫날, 모든 것이 불안해요. 수업에서 뭔가 잘못되면 다 제 탓인 것 같아요. 친구들이 저를 어떻게 생각할지 걱정돼요. 실패하면 나만 이렇게 힘들어지는 건가요?",GPT,2,2,3,2,3,2
개인화,"[여자/16세]  
---  
최근 친구들과의 대화에서 무시당하는 느낌이 강해졌어요. 내가 뭔가 잘못했나 하고 생각하니, 모든 일들이 예전처럼 좋지 않을 것 같아요. 슬프고 괴로운 이 감정이 나에게만 있는 건 아닌지 의심스럽네요.",GPT,2,2,3,2,2,3
개인화,"[여자/15세]  
---  
시험에서 틀린 문제를 생각하며, 나 때문에 친구들이 어려워질까봐 걱정이 가득하다. 한 번의 실수로 모든 것이 끝날 것 같아 불안해. 보잘것없는 나 때문에 그들이 힘들어질 수도 있겠지.",GPT,1,2,3,2,2,3
개인화,"[여자/15세]  
---  
요즘 성적이 안 좋아서 친구들이 나를 피하는 것 같아. 수업 중 잘못 대답해서 그럴 수도 있어. 부모님도 나 때문에 걱정하시는 것 같아서 더 미안하고, 나만 불행한 것 같아. 너무 힘들어.",GPT,2,2,3,2,3,3
개인화,"[여자/17]  
---  
시험 준비를 제대로 못한 걸 생각하니, 모든 친구가 나를 무시할 것 같아. 교수님한테 혼날까 무서워서 도움 요청도 못하겠어. 다 내 잘못인 것 같아, 뭐든지 잘해야 한다고 생각하니까.",GPT,2,2,3,2,2,2
개인화,"[여자/15세]  
---  
수학 문제를 풀다가 모든 문제를 다 못 풀 것 같아서 너무 화가 나요. 친구들도 저를 도와주지 않아서 제가 다 못하는 것 같고, 지금 수업도 지루하게 느껴져요. 그냥 다 포기하고 싶어요.",GPT,2,2,3,3,3,2
개인화,"[여자/16세]  
---  
친구들이 나를 피하는 것 같아. 내가 잘못 말했나? 그럼 이제 나에게는 아무도 남지 않을 거야. 애들이 나와 함께 도와주길 원하지 않는 이유는 분명 내가 부족해서야.",GPT,2,2,2,2,3,2
개인화,"[여자/17]  
---  
가정에서 계속 싸움이 나길래, 나 때문인 것 같아. 내 공부가 부족해서 그랬던 걸까? 모두가 나를 싫어하게 될까 봐 무섭고, 도무지 해결책이 생각나지 않아. 그냥 숨고 싶어.",GPT,2,2,3,2,2,2
개인화,"[여자/14]  
---  
어제 친구와 말다툼을 하며 대화가 점점 어색해졌어. 내가 뭔가 잘못한 걸까? 내 행동이 이렇게 나쁘게 변전해서 그녀가 나를 싫어하게 된 것 같아. 너무 서럽다.",GPT,2,2,2,2,3,3
개인화,"[여자/15]  
---  
친구가 나를 불러주지 않아서 기분이 안 좋았어요. 내가 뭘 잘못했나 생각하고, 그러다 보니 다른 친구들도 나를 싫어할 거라 느껴졌어요. 예전엔 좋은 사이였는데 이젠 걱정이 되네요.",GPT,2,2,3,2,3,3
개인화,"[여자/15]  
---  
전학을 고민하고 있어. 부모님이 이사한다고 하셨는데, 나 때문에 그런 것 같아. 내가 우울한 게 다들 싫어하는 이유라면 어떡하지? 새로운 학교에서도 나를 받아줄까? 혼자일까 두렵다.",GPT,2,2,3,2,3,3
개인화,"[여자/15세]  
---  
친구들이 다 같이 웃고 떠드는 모습 속에서 나만 제외된 것 같아. 나 때문에 분위기가 망쳤겠지, 어쩌면 모두 나를 싫어할 거야. 정말 친해지고 싶지만 어떻게 시작해야 할지 모르겠어.",GPT,2,2,3,3,3,2
개인화,"[남자/15세]  
---  
선생님이 수업에서 말씀하셨지만, 내가 잘 못 알고 있는 것 같아. 친구들은 나를 어떻게 생각할까? 만약 나 때문에 수업이 망치면, 모두가 나를 싫어하게 될 거야.",GPT,2,2,2,2,3,2
개인화,"[여자/16세]  
---  
이번 학기에도 여러 문제들이 생겼는데, 애들이 나를 따돌리는 것 같아서 계속 내 잘못인 것만 느껴져. 그럴수록 더 힘들어지고, 정말 쉬고 싶어. 나만 그런 거 아니겠지?",GPT,2,2,2,2,3,2
개인화,"[여자/15세]  
---  
수업 중 친구가 푹 빠져 있길래 내가 뭔가 잘못했나 싶었어요. 내 잘못으로 그녀가 지쳐버린 건 아닌지 불안해요. 나와의 관계가 힘든 건 아닐까, 걱정이 앞섭니다.",GPT,2,2,3,3,2,2
개인화,"[여자/17]  
---  
고등학교에 진학하면서 친구들이 나를 멀리하는 것 같아. 아마 내가 잘 못해서 그런 거겠지. 다른 친구들처럼 좋은 관계를 못 만들면 나는 완전히 혼자가 될 거야.",GPT,2,2,2,2,2,2
개인화,"[여자/15세]  
---  
여중 밴드부를 꿈꾸는데, 전학이 안 되는 건 다 내 탓 같아. 내가 더 잘했더라면 기회는 있었을 텐데. 음악에 대한 열정이 나를 괴롭게 해. 왜 나는 이렇게만 생각할까?",GPT,2,2,2,2,3,2
개인화,"[여자/17]  
---  
이제 내 팀이 졌으니 모든 실수가 나 때문인 것 같아. 연습 때 집중 못한 건 내가 모자라서 그런 거야. 다른 친구들이 잘했는데, 나만 발목을 잡은 거겠지. 정말 날 싫어할 듯.",GPT,2,2,3,2,2,2
개인화,"[여자/17]  
---  
학교에 가기 싫어서 시험이 망쳤다고 생각해요. 여기서 만나는 모든 친구들이 나를 싫어할 것 같고, 나 하나 때문에 분위기가 나빠지는 건 아닐까 걱정이 가득해요. 왜 이렇게 힘든 걸까요?",GPT,2,2,2,2,3,3
개인화,"[여자/16세]  
---  
학교에서 친구들에게 무시당할 때마다, 내가 얘기하지 않아서 그런 거라고 생각해. 내가 조금만 더 잘했다면, 상황이 달라졌을 거라는 생각에 너무 힘들어. 나의 부족함만 기억나서 괴로워.",GPT,2,2,3,2,2,2
개인화,"[여자/16세]  
---  
일상에서 힘든 일이 끊이질 않아요. 친구들이 나에게서 멀어지는 것 같고, 그게 내가 잘하지 못해서 그런 거라고 생각해요. 언제나 내가 모든 걸 책임져야 하는 것 같고, 너무 우울하네요.",GPT,2,2,3,2,2,3
개인화,"[여자/15세]  
---  
친구들이 저를 무리에서 빼겠다고 한 순간부터, 모든 게 엉망인 것 같아요. 내 잘못인 것 같아, 제가 내내 잘하지 못해서 그런 걸까요? 다른 친구들은 다 같이 잘 지내는 것 같고 이젠 정말 외로워요.",GPT,2,3,3,2,3,2
개인화,"[남자/14]  
---  
새로 전학 온 친구들 사이에서 나만 외톨이 같아. 내가 어색하게 말하면 다들 날 싫어할 것 같아. 내 성격 탓일까? 그냥 나 혼자 계속 고립될 것 같아서 마음이 무너져 내린다.",GPT,2,2,3,2,3,2
개인화,"[여자/15세]  
---  
중학교 자퇴 결정을 내려야 하는데, 부모님은 이해해 주셨어요. 하지만 쌤에게 이 말 꺼내면, 모두 나를 나쁘게 생각할 것 같고, 나 때문이라고 다들 싫어할까 봐 걱정이에요.",GPT,2,2,3,3,3,2
개인화,"[여자/16세]  
---  
특석화고 입문계에 가고 싶은데, 친구들이 나를 배척하면 어쩌지? 전학을 가도 나만 이상한 존재가 될 것 같아. 내가 부족해서 모두가 나를 멀리할 거라는 생각이 자꾸 드네.",GPT,2,2,2,2,3,2
개인화,"[여자/16세]  
---  
내가 발표에서 실수했으니 친구들이 나를 싫어할까 봐 두려워. 미안하다며 사과하고 싶지만, 그럴 용기도 없어. 정말 내가 잘못했으니 모든 게 이런 걸까?",GPT,2,2,3,2,2,2
개인화,"[여자/15세]  
---  
무언가 잘못되면 모두 내가 문제인 것 같아. 수업 중 친구들이 나를 피하는 것만 봐도 내가 싫어하는 이유일 거라 생각해. 저렇게 불편한 마음이라면 급우들과 잘 어울릴 수 있을까?",GPT,2,2,3,2,3,2
개인화,"[여자/17]  
---  
체육교사 꿈이 이루어지지 않으면, 누구도 나를 좋은 교사라고 인정하지 않을 것 같아. 이제는 승무원도 포기해야 할 것 같은데, 내 부족함 때문에 모든 기회가 사라지는 느낌이야.",GPT,2,2,2,2,2,2
개인화,"[여자/16]  
---  
친구들이 자꾸 나를 무시하는 것 같아. 내가 뭔가 잘못한 게 분명해. 연락을 안 해도 싫어하는 건 아닐 텐데, 나 때문일까? 결국 걱정만 쌓이고, 더 가까워질 기회는 계속 사라져.",GPT,2,2,3,2,3,3
개인화,"[여자/16세]  
---  
다른 친구들은 다 즐겁게 노는 것 같은데, 나는 이렇게 힘들고 슬픈데, 내가 뭘 잘못했는지 모르겠어요. 나 때문에 이런 일이 생긴 건가? 정말 우울해요. 다들 나를 싫어하는 것 같아요.",GPT,2,2,2,2,3,3
개인화,"[남자/15]  
---  
대구로 전학 가려고 하는데, 친척집으로 주소를 옮겨야 해. 나 혼자만 좀 불행한 것 같아. 가족은 곧 나와 함께 살게 될 건데, 그 전에 나만 외롭게 지낼까 두려워.",GPT,2,2,2,2,3,2
개인화,"[여자/16세]  
---  
내가 잘못한 게 없는데, 친구들이 나를 피한 뒤로 모든 게 엉망이 됐다. 내가 어딘가 부족했기에 이런 일이 생긴 것 같아 힘들다. 왜 나만 이렇게 느껴야 할까.",GPT,2,2,2,2,3,2
개인화,"[여자/15]  
---  
미안하다고 사과하니까 반에서 모두 나를 싫어할 거라는 생각이 들어. 잘못하지 않았는데도 내가 해서는 안 될 일을 한 것 같아. 그래서 더 고립될까 봐 무서워. 어떻게 해야 할까?",GPT,2,2,3,2,2,2
개인화,"[여자/16세]  
---  
시험에서 떨어지고 나니, 모두가 나를 못한다고 생각할 것 같아. 항상 잘해야 하는데, 이번 실패를 부모님이 알면 더 실망하실 거라서 더 걱정이 돼. 아무도 이해해 주지 않을 것 같아.",GPT,2,2,2,2,3,3
개인화,"[여자/16]  
---  
학교에서 팀 프로젝트가 망했어요. 다들 잘못했다고 하는데, 정말 제가 부족해서 그런 것 같아. 같지 않은 상황에서 스스로 잘못을 느끼니 힘든 것 같아요. 앞으로도 잘할 수 있을지 걱정이에요.",GPT,1,2,2,2,2,3
개인화,"[여자/15]  
---  
시험에서 낮은 점수를 받았던 어제, 친구들이 나를 피하는 것 같아 불안해. 그들이 나를 싫어하게 된 건 다 내 잘못일 거야. 내가 더 잘했으면 좋았겠다고 생각해.",GPT,1,2,3,2,2,2
개인화,"[여자/16]  
---  
내 친구가 나를 피하는 것 같아. 예전처럼 다정히 대하지 않고, 내가 뭘 잘못했는지 고민이야. 다른 친구들과는 잘 지내는데, 나 때문에 멀어진 건 아닐까 걱정해. 정말 힘이 들어.",GPT,2,3,3,3,3,3
개인화,"[여자/16세]  
---  
엄마가 계속 나에게 화를 내며 힘들게 하니까, 내가 뭘 잘못했는지 모르겠어. 친구들은 나를 피하는 것 같고, 아마 내가 싫어서 그런 걸 거야. 모든 게 다 내 탓인 것 같아.",GPT,1,2,3,2,3,2
개인화,"[여자/15세]  
---  
친구들과 점심을 먹었는데 한 친구가 저를 무시했어요. 그 때문에 다른 친구들도 저를 싫어하게 될까 봐 걱정돼요. 이젠 제가 뭘 해도 다른 사람들 눈에 안 보일 것 같아요.",GPT,2,2,3,2,3,3
개인화,"[여자/15세]  
---  
과외 수업이 별로 도움이 안 된 것 같아. 친구들이 잘한다는데, 나는 못 따라가니 나만 그런 것 같아. 나 때문에 모두 힘들어질까 봐 걱정이야. 이건 전부 내 탓인 것 같아.",GPT,2,2,3,2,3,2
개인화,"[남자/17]  
---  
수업 중 친구들이 나를 피하는 것 같아 마음이 불편해. 내가 뭘 잘못했는지 계속 고민해. 난 분명 그들의 불만을 불러일으킨 원인인 것 같아서 식당에서도 나 혼자 먹게 돼.",GPT,2,2,2,2,2,2
개인화,"[여자/16]  
---  
학교에서 친구들과 멀어진 느낌이 들어 너무 슬퍼. 내가 뭘 잘못했길래 그들이 나를 피하는 걸까? 다른 친구들도 나를 싫어할 거라고 생각하니 불안해지고, 혼자의 시간이 견딜 수 없어.",GPT,1,2,3,2,2,3
개인화,"[여자/18세]  
---  
친구들 만나면 늘 기분이 나아질 줄 알았는데, 흥미없는 대화에 하찮은 나를 느껴. 내가 잘못해서 그들이 나와 거리를 두는 건 아닐까? 모든 것이 결국 나 때문일 거야.",GPT,2,2,2,2,2,2
개인화,"[여자/15세]  
---  
며칠 전에 수업에서 발표를 했는데, 친구들이 집중하지 않는 것 같아 너무 불안했어. 그 덕분에 발표가 망쳤고, 이제 모두가 나를 싫어할 거라고 걱정하고 있어. 나의 잘못인 것 같아.",GPT,2,2,3,2,2,2
개인화,"[여자/16세]  
---  
내 친구가 나를 피하는 것 같아. 내가 여러 번 실수했기 때문일 걸. 그래서 모두 나를 싫어하는 걸까? 얼마나 더 외로워져야 할지 불안하다. 나의 잘못이라 여겨지니 그냥 끔찍해.",GPT,1,2,3,2,2,2
개인화,"[여자/15세]  
---  
친구와 다툰 이후, 내가 잘못해서 이렇게 된 걸 느껴요. 연락 없이 지내다 보니 그녀도 나를 싫어하게 된 것 같아 점점 더 외로워져요. 화해하고 싶지만 이미 늦은 것 같아요.",GPT,2,3,3,2,3,3
개인화,"[여자/15세]  
---  
이사 온 지 얼마 안 되는데, 친구들이 진짜 나를 싫어하는 것 같아요. 새로운 친구들과 잘 지내지 못하는 게 전부 내 잘못인 것 같아서 마음이 무겁네요. 정말 외로워요.",GPT,2,2,3,3,2,3
개인화,"[여자/16]  
---  
전학 가고 싶지만, 친구들이 저를 잊을까 두려워요. 잘 지내는 애들은 많지만, 제가 없는 시간에 더 가까워질까봐 걱정이에요. 정말 나 때문에 다 망가질 것 같아요.",GPT,2,2,3,2,3,2
개인화,"[남자/15세]  
---  
체육시간에 축구를 잘 못 차리니, 반 친구들이 나를 이상하게 쳐다보는 것 같아. 모든 게 내가 부족해서 생긴 일이라는 생각에 점점 더 자신감이 없어지는 하루야.",GPT,1,2,3,2,2,2
개인화,"[여자/16세]  
---  
계속해서 시험에서 점수가 낮으니 친구들도 나를 멀리하는 것 같아요. 부모님은 항상 오빠에게만 관심을 주고, 나는 나 혼자인 것 같아 우울해지고 아무것도 할 의욕이 없어져요.",GPT,2,2,3,3,3,2
개인화,"[여자/17세]  
---  
학기 초에 수학 시험을 망쳤는데, 이제 모든 과목도 그렇겠지. 친구들이 나를 멀리할까 겁나고, 지켜보는 그 시선이 나를 힘들게 해. 모든 게 도저히 나 때문인 것 같아.",GPT,2,2,3,2,2,2
개인화,"[남자/15세]  
---  
친구들이 나를 피해가는 걸 보니, 내가 뭘 잘못했나 싶어. 나 같은 사람은 그냥 존재하지 않는 게 나을까. 내가 없던 것처럼 행동하니까, 나도 점점 무의미해지는 것 같아.",GPT,2,2,3,2,3,2
개인화,"[여자/15]  
---  
같은 반 친구들이 나 없이 수다를 떨 때마다 내가 정말 못난 사람 같아. 나와의 친분이 없어서 그런가 싶기도 하고, 내가 밉다고 느끼는 건 아닐까 계속 생각한다. 다 내 탓인 듯해.",GPT,2,3,3,2,3,3
개인화,"[여자/15세]  
---  
수업 중 친구가 나를 무시했어요. 내가 뭘 잘못했는지 모르겠고, 아마 나 때문에 모두가 나를 싫어할 거예요. 그냥 모든 것이 나 때문이라고 생각하니 너무 힘들어요. 어떻게 해결해야 할까요?",GPT,2,2,3,2,2,3
개인화,"[여자/16세]  
---  
부모님이 요즘 계속 다투세요. 아마 제가 잘하지 못해서 그런 거겠죠. 친구들은 저를 신경 쓰지 않으니, 그들이 저를 싫어하는 이유도 저 때문인 것 같아요. 왜 항상 저만 힘들까요?",GPT,2,2,2,2,3,2
개인화,"[여자/15세]  
---  
시험 준비가 부족한 것 같아. 친구들이 다 잘하고 있는 것 같은데, 나는 무조건 떨어질 거라고 생각해. 내 잘못인 것 같은데, 어떻게 해야 할지 모르겠어. 다 나 때문인 것 같아.",GPT,2,2,3,2,3,3
개인화,"[여자/17세]  
---  
할머니의 장례식이 끝난 뒤, 고모가 가족 간의 대화에서 나를 빼먹자 무슨 이유로 내가 소외된 건 아닌가 걱정이 가득하다. 전부 내 탓인 것 같아, 마음이 너무 아프다.",GPT,2,2,3,2,3,2
개인화,"[여자/16세]  
---  
학원에서 누군가가 나보다 더 잘 보이는 걸 보고, 나는 늘 부족한 존재로 느껴져. 나만 이런 걸까? 모두가 나를 무시하는 것처럼 느껴져서 그 자리를 피하고 싶어.",GPT,2,2,2,2,2,2
개인화,"[여자/17세]  
---  
남자친구가 다른 여자와 있는 사진을 보니, 나 때문일까 싶어 괴롭고 속상해. 내가 더 잘해줬다면 이런 일이 없었겠지. 다른 사람들에게도 사랑받지 못할까 두려워. 내 불안함이 모두 내 탓 같아.",GPT,2,2,2,2,3,2
개인화,"[남자/15]  
---  
수업 중 갑자기 친구들이 나를 지나치며 속 whisper 하는데, 분명 나 때문일 거야. 내가 지루한 구석에 앉아 있어서 다들 나를 싫어하지 않을까 두렵다. 나의 존재가 오히려 방해가 되는 걸까?",GPT,2,2,2,2,2,2
개인화,"[여자/15세]  
---  
새로운 학교에서 친구를 사귀기 어려워, 나만 문제인 것 같아 마음이 무거워. 친구들과 멀어졌으니 내 탓이라고 생각하니, 불안하고 슬프고, 결국 나에게만 이유가 있는 것 같아.",GPT,2,2,2,3,3,3
개인화,"[여자/15세]  
---  
수학 학원이 문을 닫는다는 소식에 불안해요. 시험에서 점수가 안 나오면 전부 내 탓일 거라고 생각해요. 친구들은 잘해도 전 실패자일 것 같아서, 나만 안 되는 것 같아 우울해져요.",GPT,2,2,3,2,2,2
개인화,"[여자/15]  
---  
전학 간 친구가 그리워. 이제 나에게는 친구가 없고, 돌아다닐 때마다 모두가 나를 알아보는 것 같아. 내가 잘못했나 보구나, 나는 분명 쟤들한테 좋지 않은 인상을 남겼을 거야.",GPT,2,2,2,2,3,2
개인화,"[여자/17]  
---  
내가 친구에게 시험 문제를 잘못 알려줬어. 그녀가 실패한 이유가 나 때문인 것 같아. 모두가 나를 싫어할 거라는 생각이 드니, 숨쉬기도 힘들어. 이젠 아무도 믿을 수 없겠지.",GPT,2,2,3,2,2,2
개인화,"[여자/15]  
---  
이사 온 후 친구들을 만들지 못해 불안한 마음이 가득해. 다들 나를 싫어할 것 같고, 혼자 남겨질까 두려워. 나 때문에 이런 일이 생긴 것 같아, 내가 부족한 것 같아.",GPT,2,2,3,2,3,3
개인화,"[여자/16]  
---  
가끔 친구들이 나와 멀어진 것 같아. 오늘도 내가 말을 걸었는데, 반응이 뜨뜻미지근하더라. 내가 좀 이상해져서 그런 걸까? 다들 나를 싫어하게 된 건 아닐까 걱정이야.",GPT,2,2,3,3,3,2
개인화,"[여자/14세]  
---  
급식실에서 혼자 먹다니, 내 덕에 친구들이 나를 피하는 걸까? 다른 친구들도 모두 나를 싫어할 것 같아. 잘 친해질 수 있는 방법이 없겠지, 참 안타깝다.",GPT,2,2,2,2,3,3
개인화,"[여자/17세]  
---  
학원 끝나고 친구와 집에 가는 길, 친구가 나에게 소홀해 보여서 내 탓인 것 같아 슬퍼. 나는 항상 최선을 다해야 한다고 생각했는데 그럴 수 없어서 너무 힘들어. 혼자 울고 싶어.",GPT,2,2,2,2,2,3
개인화,"[여자/17세]  
---  
내가 수학 시험에서 점수를 잘 못 받으니까, 친구들이 나를 싫어할 것 같아. 아니, 어쩌면 내가 항상 못하니까 다들 나와 멀어지겠지. 내 부족함이 너무 두려워.",GPT,1,2,2,2,2,2
개인화,"[남자/15]  
---  
집에서 친구와 공부하다가, 친구가 저를 무시했어요. 그 뒤로 다른 친구?도 저를 싫어할까봐 괴롭네요. 어쩌다 이렇게 된 건지, 한 사람이 저를 배척하니까 모두 저를 바보로 생각할 것 같아요.",GPT,1,2,2,2,2,2
개인화,"[여자/15]  
---  
친구와의 대화에서 오해가 생긴 것 같아요. 제가 한 말이 전해졌다면 저 때문일 거예요. 그 친구가 기분 나빠했으니, 모든 문제가 저한테 있는 것 같아요. 어떻게 해야 할까요?",GPT,2,2,3,2,3,3
개인화,"[여자/17]  
---  
수업에서 프로젝트 발표를 망쳤는데, 친구가 나를 피하는 것 같아. 잘할 수 있었던 게 내 실수 때문이라고 생각하니, 모든 게 나 때문인 것 같아. 앞으로도 이런 일이 계속될 거야.",GPT,1,2,2,2,2,2
개인화,"[여자/18세]  
---  
고등학교에서 조별 발표를 했는데, 지나간 말 한 마디가 계속 머리에서 맴돈다. 다들 잘했다고 하는데, 나만 부족한 것 같아. 실패한 건 내 탓인 걸 분명해 보인다.",GPT,2,2,3,2,2,2
개인화,"[여자/15]  
---  
친구들이 나와 함께하지 않으면 나를 싫어하는 거라고 생각해. 내가 잘하지 않아서 그럴 거야. 그렇게 느끼면 자꾸 마음이 무거워져. 그럴수록 더 외로워져서 힘들어. 계속 이런 기분이 계속될까 두려워.",GPT,2,2,3,2,3,3
개인화,"[여자/17]  
---  
전학을 생각하며 기다리고 있는데, 다른 친구들은 다 잘 지내는 것 같아. 내 잘못으로 이런 상황이 된 거야. 나만 소외된 것 같아, 그래서 전학도 쉽지 않을 거란 생각이 드네.  ",GPT,2,2,3,2,2,2
개인화,"[여자/15]  
---  
시험 결과에 실망한 나는 모든 것이 내 잘못인 것처럼 느껴져. 친구들이 나를 멀리하는 것 같고, 괜히 내가 문제를 만든 것 같은 생각이 드니까, 혼자서는 더 우울해져.",GPT,2,2,3,2,3,3
개인화,"[여자/17]  
---  
학교 친구들이 나를 피하는 것 같아. 늘 내가 뭔가 잘못했을까 걱정해. 내 행동 때문인지, 그들이 나를 싫어하는 건 아닌지 불안해서 잠도 잘 못 자. 모든 게 내 탓 같아.",GPT,2,2,3,2,3,2
개인화,"[여자/15]  
---  
가끔 친구들끼리 대화하는데, 내가 뭘 잘못했나 싶어요. 지난번에 내가 말한 걸로 친구가 상처받았던 것 같아서 계속 불안해요. 내 탓이라며 나를 비난하는 기분이에요. 마치 모든 문제가 내 잘못 같아요.",GPT,2,2,3,2,2,3
개인화,"[여자/17세]  
---  
친구들이 멀어진 것 같아 괴롭고, 내 잘못인 것만 같아. 전부 내가 잘하지 못해서 그런 거겠지? 대학교도 불안하고, 가족과의 대화도 더 짧아져서 점점 외로워지는 기분이야.",GPT,2,2,3,3,3,3
